Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
02-08-2024;04:45:00;02-08-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;04:45:00;02-08-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Inductief;11,875;kVArh;Gevalideerd;
02-08-2024;05:00:00;02-08-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Actief;63,125;kWh;Gevalideerd;
02-08-2024;05:00:00;02-08-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;05:00:00;02-08-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;05:00:00;02-08-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
02-08-2024;05:15:00;02-08-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Actief;71,875;kWh;Gevalideerd;
02-08-2024;05:15:00;02-08-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;05:15:00;02-08-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;05:15:00;02-08-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;05:30:00;02-08-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Actief;68,750;kWh;Gevalideerd;
02-08-2024;05:30:00;02-08-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;05:30:00;02-08-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;05:30:00;02-08-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;05:45:00;02-08-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Actief;65,000;kWh;Gevalideerd;
02-08-2024;05:45:00;02-08-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;05:45:00;02-08-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;05:45:00;02-08-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
02-08-2024;06:00:00;02-08-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Actief;76,875;kWh;Gevalideerd;
02-08-2024;06:00:00;02-08-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;06:00:00;02-08-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;06:00:00;02-08-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Inductief;16,250;kVArh;Gevalideerd;
02-08-2024;06:15:00;02-08-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Actief;76,250;kWh;Gevalideerd;
02-08-2024;06:15:00;02-08-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;06:15:00;02-08-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;06:15:00;02-08-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Inductief;16,875;kVArh;Gevalideerd;
02-08-2024;06:30:00;02-08-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Actief;63,125;kWh;Gevalideerd;
02-08-2024;06:30:00;02-08-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;06:30:00;02-08-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;06:30:00;02-08-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;06:45:00;02-08-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Actief;66,250;kWh;Gevalideerd;
02-08-2024;06:45:00;02-08-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;06:45:00;02-08-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;06:45:00;02-08-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;07:00:00;02-08-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Actief;59,375;kWh;Gevalideerd;
02-08-2024;07:00:00;02-08-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;07:00:00;02-08-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;07:00:00;02-08-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;07:15:00;02-08-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Actief;56,250;kWh;Gevalideerd;
02-08-2024;07:15:00;02-08-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;07:15:00;02-08-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;07:15:00;02-08-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Inductief;13,125;kVArh;Gevalideerd;
02-08-2024;07:30:00;02-08-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Actief;62,500;kWh;Gevalideerd;
02-08-2024;07:30:00;02-08-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;07:30:00;02-08-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;07:30:00;02-08-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
02-08-2024;07:45:00;02-08-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Actief;56,250;kWh;Gevalideerd;
02-08-2024;07:45:00;02-08-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;07:45:00;02-08-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;07:45:00;02-08-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
02-08-2024;08:00:00;02-08-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Actief;52,500;kWh;Gevalideerd;
02-08-2024;08:00:00;02-08-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;08:00:00;02-08-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;08:00:00;02-08-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Inductief;13,125;kVArh;Gevalideerd;
02-08-2024;08:15:00;02-08-2024;08:30:00;="541448800000018463";;AMR-meter;Afname Actief;28,750;kWh;Gevalideerd;
02-08-2024;08:15:00;02-08-2024;08:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;08:15:00;02-08-2024;08:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;08:15:00;02-08-2024;08:30:00;="541448800000018463";;AMR-meter;Afname Inductief;11,875;kVArh;Gevalideerd;
02-08-2024;08:30:00;02-08-2024;08:45:00;="541448800000018463";;AMR-meter;Afname Actief;17,500;kWh;Gevalideerd;
02-08-2024;08:30:00;02-08-2024;08:45:00;="541448800000018463";;AMR-meter;Afname Reactief;2,155;kVArh;Gevalideerd;
02-08-2024;08:30:00;02-08-2024;08:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;08:30:00;02-08-2024;08:45:00;="541448800000018463";;AMR-meter;Afname Inductief;10,625;kVArh;Gevalideerd;
02-08-2024;08:45:00;02-08-2024;09:00:00;="541448800000018463";;AMR-meter;Afname Actief;7,500;kWh;Gevalideerd;
02-08-2024;08:45:00;02-08-2024;09:00:00;="541448800000018463";;AMR-meter;Afname Reactief;5,120;kVArh;Gevalideerd;
02-08-2024;08:45:00;02-08-2024;09:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;08:45:00;02-08-2024;09:00:00;="541448800000018463";;AMR-meter;Afname Inductief;8,750;kVArh;Gevalideerd;
02-08-2024;09:00:00;02-08-2024;09:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,625;kWh;Gevalideerd;
02-08-2024;09:00:00;02-08-2024;09:15:00;="541448800000018463";;AMR-meter;Afname Reactief;2,823;kVArh;Gevalideerd;
02-08-2024;09:00:00;02-08-2024;09:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;09:00:00;02-08-2024;09:15:00;="541448800000018463";;AMR-meter;Afname Inductief;3,125;kVArh;Gevalideerd;
02-08-2024;09:15:00;02-08-2024;09:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;09:15:00;02-08-2024;09:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;09:15:00;02-08-2024;09:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;09:15:00;02-08-2024;09:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;09:30:00;02-08-2024;09:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;09:30:00;02-08-2024;09:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;09:30:00;02-08-2024;09:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;09:30:00;02-08-2024;09:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;09:45:00;02-08-2024;10:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;09:45:00;02-08-2024;10:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;09:45:00;02-08-2024;10:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;09:45:00;02-08-2024;10:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;10:00:00;02-08-2024;10:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;10:00:00;02-08-2024;10:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;10:00:00;02-08-2024;10:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;10:00:00;02-08-2024;10:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;10:15:00;02-08-2024;10:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;10:15:00;02-08-2024;10:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;10:15:00;02-08-2024;10:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;10:15:00;02-08-2024;10:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;10:30:00;02-08-2024;10:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;10:30:00;02-08-2024;10:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;10:30:00;02-08-2024;10:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;10:30:00;02-08-2024;10:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;10:45:00;02-08-2024;11:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;10:45:00;02-08-2024;11:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;10:45:00;02-08-2024;11:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;10:45:00;02-08-2024;11:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;11:00:00;02-08-2024;11:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;11:00:00;02-08-2024;11:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;11:00:00;02-08-2024;11:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;11:00:00;02-08-2024;11:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;11:15:00;02-08-2024;11:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;11:15:00;02-08-2024;11:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;11:15:00;02-08-2024;11:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;11:15:00;02-08-2024;11:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;11:30:00;02-08-2024;11:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;11:30:00;02-08-2024;11:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;11:30:00;02-08-2024;11:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;11:30:00;02-08-2024;11:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;11:45:00;02-08-2024;12:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;11:45:00;02-08-2024;12:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;11:45:00;02-08-2024;12:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;11:45:00;02-08-2024;12:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;12:00:00;02-08-2024;12:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;12:00:00;02-08-2024;12:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;12:00:00;02-08-2024;12:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;12:00:00;02-08-2024;12:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;12:15:00;02-08-2024;12:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;12:15:00;02-08-2024;12:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;12:15:00;02-08-2024;12:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;12:15:00;02-08-2024;12:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;12:30:00;02-08-2024;12:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;12:30:00;02-08-2024;12:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;12:30:00;02-08-2024;12:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;12:30:00;02-08-2024;12:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;12:45:00;02-08-2024;13:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;12:45:00;02-08-2024;13:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;12:45:00;02-08-2024;13:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;12:45:00;02-08-2024;13:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;13:00:00;02-08-2024;13:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;13:00:00;02-08-2024;13:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;13:00:00;02-08-2024;13:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;13:00:00;02-08-2024;13:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;13:15:00;02-08-2024;13:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;13:15:00;02-08-2024;13:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;13:15:00;02-08-2024;13:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;13:15:00;02-08-2024;13:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;13:30:00;02-08-2024;13:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;13:30:00;02-08-2024;13:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;13:30:00;02-08-2024;13:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;13:30:00;02-08-2024;13:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;13:45:00;02-08-2024;14:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;13:45:00;02-08-2024;14:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;13:45:00;02-08-2024;14:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;13:45:00;02-08-2024;14:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;14:00:00;02-08-2024;14:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;14:00:00;02-08-2024;14:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;14:00:00;02-08-2024;14:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;14:00:00;02-08-2024;14:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;14:15:00;02-08-2024;14:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;14:15:00;02-08-2024;14:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;14:15:00;02-08-2024;14:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;14:15:00;02-08-2024;14:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;14:30:00;02-08-2024;14:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;14:30:00;02-08-2024;14:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;14:30:00;02-08-2024;14:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;14:30:00;02-08-2024;14:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;14:45:00;02-08-2024;15:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;14:45:00;02-08-2024;15:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;14:45:00;02-08-2024;15:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;14:45:00;02-08-2024;15:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;15:00:00;02-08-2024;15:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;15:00:00;02-08-2024;15:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;15:00:00;02-08-2024;15:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;15:00:00;02-08-2024;15:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;15:15:00;02-08-2024;15:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;15:15:00;02-08-2024;15:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;15:15:00;02-08-2024;15:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;15:15:00;02-08-2024;15:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;15:30:00;02-08-2024;15:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;15:30:00;02-08-2024;15:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;15:30:00;02-08-2024;15:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;15:30:00;02-08-2024;15:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;15:45:00;02-08-2024;16:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;15:45:00;02-08-2024;16:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;15:45:00;02-08-2024;16:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;15:45:00;02-08-2024;16:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;16:00:00;02-08-2024;16:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;16:00:00;02-08-2024;16:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;16:00:00;02-08-2024;16:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;16:00:00;02-08-2024;16:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;16:15:00;02-08-2024;16:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;16:15:00;02-08-2024;16:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;16:15:00;02-08-2024;16:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;16:15:00;02-08-2024;16:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;16:30:00;02-08-2024;16:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;16:30:00;02-08-2024;16:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;16:30:00;02-08-2024;16:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;16:30:00;02-08-2024;16:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;16:45:00;02-08-2024;17:00:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;16:45:00;02-08-2024;17:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;16:45:00;02-08-2024;17:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;16:45:00;02-08-2024;17:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;17:00:00;02-08-2024;17:15:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;17:00:00;02-08-2024;17:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;17:00:00;02-08-2024;17:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;17:00:00;02-08-2024;17:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;17:15:00;02-08-2024;17:30:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;17:15:00;02-08-2024;17:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;17:15:00;02-08-2024;17:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
02-08-2024;17:15:00;02-08-2024;17:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
02-08-2024;17:30:00;02-08-2024;17:45:00;="541448800000018463";;AMR-meter;Afname Actief;0,000;kWh;Gevalideerd;
02-08-2024;17:30:00;02-08-2024;17:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
02-08-2024;17:30:00;02-08-2024;17:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
