Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
29-02-2024;19:15:00;29-02-2024;19:30:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
29-02-2024;19:30:00;29-02-2024;19:45:00;="541448800000018463";;AMR-meter;Afname Actief;128,125;kWh;Gevalideerd;
29-02-2024;19:30:00;29-02-2024;19:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;19:30:00;29-02-2024;19:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;19:30:00;29-02-2024;19:45:00;="541448800000018463";;AMR-meter;Afname Inductief;18,750;kVArh;Gevalideerd;
29-02-2024;19:45:00;29-02-2024;20:00:00;="541448800000018463";;AMR-meter;Afname Actief;127,500;kWh;Gevalideerd;
29-02-2024;19:45:00;29-02-2024;20:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;19:45:00;29-02-2024;20:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;19:45:00;29-02-2024;20:00:00;="541448800000018463";;AMR-meter;Afname Inductief;19,375;kVArh;Gevalideerd;
29-02-2024;20:00:00;29-02-2024;20:15:00;="541448800000018463";;AMR-meter;Afname Actief;121,250;kWh;Gevalideerd;
29-02-2024;20:00:00;29-02-2024;20:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;20:00:00;29-02-2024;20:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;20:00:00;29-02-2024;20:15:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
29-02-2024;20:15:00;29-02-2024;20:30:00;="541448800000018463";;AMR-meter;Afname Actief;127,500;kWh;Gevalideerd;
29-02-2024;20:15:00;29-02-2024;20:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;20:15:00;29-02-2024;20:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;20:15:00;29-02-2024;20:30:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
29-02-2024;20:30:00;29-02-2024;20:45:00;="541448800000018463";;AMR-meter;Afname Actief;112,500;kWh;Gevalideerd;
29-02-2024;20:30:00;29-02-2024;20:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;20:30:00;29-02-2024;20:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;20:30:00;29-02-2024;20:45:00;="541448800000018463";;AMR-meter;Afname Inductief;17,500;kVArh;Gevalideerd;
29-02-2024;20:45:00;29-02-2024;21:00:00;="541448800000018463";;AMR-meter;Afname Actief;96,250;kWh;Gevalideerd;
29-02-2024;20:45:00;29-02-2024;21:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;20:45:00;29-02-2024;21:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;20:45:00;29-02-2024;21:00:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
29-02-2024;21:00:00;29-02-2024;21:15:00;="541448800000018463";;AMR-meter;Afname Actief;91,250;kWh;Gevalideerd;
29-02-2024;21:00:00;29-02-2024;21:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;21:00:00;29-02-2024;21:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;21:00:00;29-02-2024;21:15:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
29-02-2024;21:15:00;29-02-2024;21:30:00;="541448800000018463";;AMR-meter;Afname Actief;102,500;kWh;Gevalideerd;
29-02-2024;21:15:00;29-02-2024;21:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;21:15:00;29-02-2024;21:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;21:15:00;29-02-2024;21:30:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
29-02-2024;21:30:00;29-02-2024;21:45:00;="541448800000018463";;AMR-meter;Afname Actief;103,125;kWh;Gevalideerd;
29-02-2024;21:30:00;29-02-2024;21:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;21:30:00;29-02-2024;21:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;21:30:00;29-02-2024;21:45:00;="541448800000018463";;AMR-meter;Afname Inductief;17,500;kVArh;Gevalideerd;
29-02-2024;21:45:00;29-02-2024;22:00:00;="541448800000018463";;AMR-meter;Afname Actief;98,750;kWh;Gevalideerd;
29-02-2024;21:45:00;29-02-2024;22:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;21:45:00;29-02-2024;22:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;21:45:00;29-02-2024;22:00:00;="541448800000018463";;AMR-meter;Afname Inductief;17,500;kVArh;Gevalideerd;
29-02-2024;22:00:00;29-02-2024;22:15:00;="541448800000018463";;AMR-meter;Afname Actief;100,000;kWh;Gevalideerd;
29-02-2024;22:00:00;29-02-2024;22:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;22:00:00;29-02-2024;22:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;22:00:00;29-02-2024;22:15:00;="541448800000018463";;AMR-meter;Afname Inductief;17,500;kVArh;Gevalideerd;
29-02-2024;22:15:00;29-02-2024;22:30:00;="541448800000018463";;AMR-meter;Afname Actief;88,750;kWh;Gevalideerd;
29-02-2024;22:15:00;29-02-2024;22:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;22:15:00;29-02-2024;22:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;22:15:00;29-02-2024;22:30:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
29-02-2024;22:30:00;29-02-2024;22:45:00;="541448800000018463";;AMR-meter;Afname Actief;93,750;kWh;Gevalideerd;
29-02-2024;22:30:00;29-02-2024;22:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;22:30:00;29-02-2024;22:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;22:30:00;29-02-2024;22:45:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
29-02-2024;22:45:00;29-02-2024;23:00:00;="541448800000018463";;AMR-meter;Afname Actief;93,750;kWh;Gevalideerd;
29-02-2024;22:45:00;29-02-2024;23:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;22:45:00;29-02-2024;23:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;22:45:00;29-02-2024;23:00:00;="541448800000018463";;AMR-meter;Afname Inductief;19,375;kVArh;Gevalideerd;
29-02-2024;23:00:00;29-02-2024;23:15:00;="541448800000018463";;AMR-meter;Afname Actief;92,500;kWh;Gevalideerd;
29-02-2024;23:00:00;29-02-2024;23:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;23:00:00;29-02-2024;23:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;23:00:00;29-02-2024;23:15:00;="541448800000018463";;AMR-meter;Afname Inductief;18,750;kVArh;Gevalideerd;
29-02-2024;23:15:00;29-02-2024;23:30:00;="541448800000018463";;AMR-meter;Afname Actief;97,500;kWh;Gevalideerd;
29-02-2024;23:15:00;29-02-2024;23:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;23:15:00;29-02-2024;23:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;23:15:00;29-02-2024;23:30:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
29-02-2024;23:30:00;29-02-2024;23:45:00;="541448800000018463";;AMR-meter;Afname Actief;96,875;kWh;Gevalideerd;
29-02-2024;23:30:00;29-02-2024;23:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;23:30:00;29-02-2024;23:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;23:30:00;29-02-2024;23:45:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
29-02-2024;23:45:00;01-03-2024;00:00:00;="541448800000018463";;AMR-meter;Afname Actief;87,500;kWh;Gevalideerd;
29-02-2024;23:45:00;01-03-2024;00:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
29-02-2024;23:45:00;01-03-2024;00:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
29-02-2024;23:45:00;01-03-2024;00:00:00;="541448800000018463";;AMR-meter;Afname Inductief;16,875;kVArh;Gevalideerd;
01-03-2024;00:00:00;01-03-2024;00:15:00;="541448800000018463";;AMR-meter;Afname Actief;98,125;kWh;Gevalideerd;
01-03-2024;00:00:00;01-03-2024;00:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;00:00:00;01-03-2024;00:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;00:00:00;01-03-2024;00:15:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;00:15:00;01-03-2024;00:30:00;="541448800000018463";;AMR-meter;Afname Actief;98,750;kWh;Gevalideerd;
01-03-2024;00:15:00;01-03-2024;00:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;00:15:00;01-03-2024;00:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;00:15:00;01-03-2024;00:30:00;="541448800000018463";;AMR-meter;Afname Inductief;20,000;kVArh;Gevalideerd;
01-03-2024;00:30:00;01-03-2024;00:45:00;="541448800000018463";;AMR-meter;Afname Actief;81,875;kWh;Gevalideerd;
01-03-2024;00:30:00;01-03-2024;00:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;00:30:00;01-03-2024;00:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;00:30:00;01-03-2024;00:45:00;="541448800000018463";;AMR-meter;Afname Inductief;13,125;kVArh;Gevalideerd;
01-03-2024;00:45:00;01-03-2024;01:00:00;="541448800000018463";;AMR-meter;Afname Actief;83,750;kWh;Gevalideerd;
01-03-2024;00:45:00;01-03-2024;01:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;00:45:00;01-03-2024;01:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;00:45:00;01-03-2024;01:00:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
01-03-2024;01:00:00;01-03-2024;01:15:00;="541448800000018463";;AMR-meter;Afname Actief;83,125;kWh;Gevalideerd;
01-03-2024;01:00:00;01-03-2024;01:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;01:00:00;01-03-2024;01:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;01:00:00;01-03-2024;01:15:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
01-03-2024;01:15:00;01-03-2024;01:30:00;="541448800000018463";;AMR-meter;Afname Actief;84,375;kWh;Gevalideerd;
01-03-2024;01:15:00;01-03-2024;01:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;01:15:00;01-03-2024;01:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;01:15:00;01-03-2024;01:30:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
01-03-2024;01:30:00;01-03-2024;01:45:00;="541448800000018463";;AMR-meter;Afname Actief;97,500;kWh;Gevalideerd;
01-03-2024;01:30:00;01-03-2024;01:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;01:30:00;01-03-2024;01:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;01:30:00;01-03-2024;01:45:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;01:45:00;01-03-2024;02:00:00;="541448800000018463";;AMR-meter;Afname Actief;96,250;kWh;Gevalideerd;
01-03-2024;01:45:00;01-03-2024;02:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;01:45:00;01-03-2024;02:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;01:45:00;01-03-2024;02:00:00;="541448800000018463";;AMR-meter;Afname Inductief;19,375;kVArh;Gevalideerd;
01-03-2024;02:00:00;01-03-2024;02:15:00;="541448800000018463";;AMR-meter;Afname Actief;99,375;kWh;Gevalideerd;
01-03-2024;02:00:00;01-03-2024;02:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;02:00:00;01-03-2024;02:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;02:00:00;01-03-2024;02:15:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;02:15:00;01-03-2024;02:30:00;="541448800000018463";;AMR-meter;Afname Actief;94,375;kWh;Gevalideerd;
01-03-2024;02:15:00;01-03-2024;02:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;02:15:00;01-03-2024;02:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;02:15:00;01-03-2024;02:30:00;="541448800000018463";;AMR-meter;Afname Inductief;19,375;kVArh;Gevalideerd;
01-03-2024;02:30:00;01-03-2024;02:45:00;="541448800000018463";;AMR-meter;Afname Actief;96,875;kWh;Gevalideerd;
01-03-2024;02:30:00;01-03-2024;02:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;02:30:00;01-03-2024;02:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;02:30:00;01-03-2024;02:45:00;="541448800000018463";;AMR-meter;Afname Inductief;20,000;kVArh;Gevalideerd;
01-03-2024;02:45:00;01-03-2024;03:00:00;="541448800000018463";;AMR-meter;Afname Actief;90,625;kWh;Gevalideerd;
01-03-2024;02:45:00;01-03-2024;03:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;02:45:00;01-03-2024;03:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;02:45:00;01-03-2024;03:00:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
01-03-2024;03:00:00;01-03-2024;03:15:00;="541448800000018463";;AMR-meter;Afname Actief;95,625;kWh;Gevalideerd;
01-03-2024;03:00:00;01-03-2024;03:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;03:00:00;01-03-2024;03:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;03:00:00;01-03-2024;03:15:00;="541448800000018463";;AMR-meter;Afname Inductief;20,000;kVArh;Gevalideerd;
01-03-2024;03:15:00;01-03-2024;03:30:00;="541448800000018463";;AMR-meter;Afname Actief;91,875;kWh;Gevalideerd;
01-03-2024;03:15:00;01-03-2024;03:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;03:15:00;01-03-2024;03:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;03:15:00;01-03-2024;03:30:00;="541448800000018463";;AMR-meter;Afname Inductief;17,500;kVArh;Gevalideerd;
01-03-2024;03:30:00;01-03-2024;03:45:00;="541448800000018463";;AMR-meter;Afname Actief;100,000;kWh;Gevalideerd;
01-03-2024;03:30:00;01-03-2024;03:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;03:30:00;01-03-2024;03:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;03:30:00;01-03-2024;03:45:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;03:45:00;01-03-2024;04:00:00;="541448800000018463";;AMR-meter;Afname Actief;94,375;kWh;Gevalideerd;
01-03-2024;03:45:00;01-03-2024;04:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;03:45:00;01-03-2024;04:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;03:45:00;01-03-2024;04:00:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
01-03-2024;04:00:00;01-03-2024;04:15:00;="541448800000018463";;AMR-meter;Afname Actief;98,125;kWh;Gevalideerd;
01-03-2024;04:00:00;01-03-2024;04:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;04:00:00;01-03-2024;04:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;04:00:00;01-03-2024;04:15:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;04:15:00;01-03-2024;04:30:00;="541448800000018463";;AMR-meter;Afname Actief;93,125;kWh;Gevalideerd;
01-03-2024;04:15:00;01-03-2024;04:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;04:15:00;01-03-2024;04:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;04:15:00;01-03-2024;04:30:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
01-03-2024;04:30:00;01-03-2024;04:45:00;="541448800000018463";;AMR-meter;Afname Actief;95,000;kWh;Gevalideerd;
01-03-2024;04:30:00;01-03-2024;04:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;04:30:00;01-03-2024;04:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;04:30:00;01-03-2024;04:45:00;="541448800000018463";;AMR-meter;Afname Inductief;20,000;kVArh;Gevalideerd;
01-03-2024;04:45:00;01-03-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Actief;88,125;kWh;Gevalideerd;
01-03-2024;04:45:00;01-03-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;04:45:00;01-03-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;04:45:00;01-03-2024;05:00:00;="541448800000018463";;AMR-meter;Afname Inductief;16,875;kVArh;Gevalideerd;
01-03-2024;05:00:00;01-03-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Actief;95,000;kWh;Gevalideerd;
01-03-2024;05:00:00;01-03-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;05:00:00;01-03-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;05:00:00;01-03-2024;05:15:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
01-03-2024;05:15:00;01-03-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Actief;98,125;kWh;Gevalideerd;
01-03-2024;05:15:00;01-03-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;05:15:00;01-03-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;05:15:00;01-03-2024;05:30:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;05:30:00;01-03-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Actief;88,750;kWh;Gevalideerd;
01-03-2024;05:30:00;01-03-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;05:30:00;01-03-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;05:30:00;01-03-2024;05:45:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
01-03-2024;05:45:00;01-03-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Actief;105,000;kWh;Gevalideerd;
01-03-2024;05:45:00;01-03-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;05:45:00;01-03-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;05:45:00;01-03-2024;06:00:00;="541448800000018463";;AMR-meter;Afname Inductief;21,250;kVArh;Gevalideerd;
01-03-2024;06:00:00;01-03-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Actief;108,125;kWh;Gevalideerd;
01-03-2024;06:00:00;01-03-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;06:00:00;01-03-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;06:00:00;01-03-2024;06:15:00;="541448800000018463";;AMR-meter;Afname Inductief;21,250;kVArh;Gevalideerd;
01-03-2024;06:15:00;01-03-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Actief;98,125;kWh;Gevalideerd;
01-03-2024;06:15:00;01-03-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;06:15:00;01-03-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;06:15:00;01-03-2024;06:30:00;="541448800000018463";;AMR-meter;Afname Inductief;16,875;kVArh;Gevalideerd;
01-03-2024;06:30:00;01-03-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Actief;108,125;kWh;Gevalideerd;
01-03-2024;06:30:00;01-03-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;06:30:00;01-03-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;06:30:00;01-03-2024;06:45:00;="541448800000018463";;AMR-meter;Afname Inductief;21,875;kVArh;Gevalideerd;
01-03-2024;06:45:00;01-03-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Actief;106,875;kWh;Gevalideerd;
01-03-2024;06:45:00;01-03-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;06:45:00;01-03-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;06:45:00;01-03-2024;07:00:00;="541448800000018463";;AMR-meter;Afname Inductief;20,625;kVArh;Gevalideerd;
01-03-2024;07:00:00;01-03-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Actief;108,750;kWh;Gevalideerd;
01-03-2024;07:00:00;01-03-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;07:00:00;01-03-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;07:00:00;01-03-2024;07:15:00;="541448800000018463";;AMR-meter;Afname Inductief;21,875;kVArh;Gevalideerd;
01-03-2024;07:15:00;01-03-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Actief;98,125;kWh;Gevalideerd;
01-03-2024;07:15:00;01-03-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;07:15:00;01-03-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;07:15:00;01-03-2024;07:30:00;="541448800000018463";;AMR-meter;Afname Inductief;18,125;kVArh;Gevalideerd;
01-03-2024;07:30:00;01-03-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Actief;106,875;kWh;Gevalideerd;
01-03-2024;07:30:00;01-03-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;07:30:00;01-03-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;07:30:00;01-03-2024;07:45:00;="541448800000018463";;AMR-meter;Afname Inductief;22,500;kVArh;Gevalideerd;
01-03-2024;07:45:00;01-03-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Actief;103,125;kWh;Gevalideerd;
01-03-2024;07:45:00;01-03-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;07:45:00;01-03-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;07:45:00;01-03-2024;08:00:00;="541448800000018463";;AMR-meter;Afname Inductief;21,875;kVArh;Gevalideerd;
01-03-2024;08:00:00;01-03-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Actief;105,000;kWh;Gevalideerd;
01-03-2024;08:00:00;01-03-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
01-03-2024;08:00:00;01-03-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
01-03-2024;08:00:00;01-03-2024;08:15:00;="541448800000018463";;AMR-meter;Afname Inductief;21,875;kVArh;Gevalideerd;
