Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
11-01-2026;11:45:00;11-01-2026;12:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,383;kVArh;Gevalideerd;
11-01-2026;11:45:00;11-01-2026;12:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;2,500;kVArh;Gevalideerd;
11-01-2026;11:45:00;11-01-2026;12:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;12:00:00;11-01-2026;12:15:00;="541448800000018463";;AMR-meter;Afname Actief;1,250;kWh;Gevalideerd;
11-01-2026;12:00:00;11-01-2026;12:15:00;="541448800000018463";;AMR-meter;Afname Reactief;2,520;kVArh;Gevalideerd;
11-01-2026;12:00:00;11-01-2026;12:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;12:00:00;11-01-2026;12:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;12:15:00;11-01-2026;12:30:00;="541448800000018463";;AMR-meter;Afname Actief;5,000;kWh;Gevalideerd;
11-01-2026;12:15:00;11-01-2026;12:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;12:15:00;11-01-2026;12:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;12:15:00;11-01-2026;12:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;12:30:00;11-01-2026;12:45:00;="541448800000018463";;AMR-meter;Afname Actief;7,500;kWh;Gevalideerd;
11-01-2026;12:30:00;11-01-2026;12:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;12:30:00;11-01-2026;12:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;12:30:00;11-01-2026;12:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;12:45:00;11-01-2026;13:00:00;="541448800000018463";;AMR-meter;Afname Actief;8,750;kWh;Gevalideerd;
11-01-2026;12:45:00;11-01-2026;13:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;12:45:00;11-01-2026;13:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;2,500;kVArh;Gevalideerd;
11-01-2026;12:45:00;11-01-2026;13:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;13:00:00;11-01-2026;13:15:00;="541448800000018463";;AMR-meter;Afname Actief;7,500;kWh;Gevalideerd;
11-01-2026;13:00:00;11-01-2026;13:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;13:00:00;11-01-2026;13:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;13:00:00;11-01-2026;13:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;13:15:00;11-01-2026;13:30:00;="541448800000018463";;AMR-meter;Afname Actief;10,000;kWh;Gevalideerd;
11-01-2026;13:15:00;11-01-2026;13:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;13:15:00;11-01-2026;13:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;13:15:00;11-01-2026;13:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;13:30:00;11-01-2026;13:45:00;="541448800000018463";;AMR-meter;Afname Actief;10,000;kWh;Gevalideerd;
11-01-2026;13:30:00;11-01-2026;13:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;13:30:00;11-01-2026;13:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;13:30:00;11-01-2026;13:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;13:45:00;11-01-2026;14:00:00;="541448800000018463";;AMR-meter;Afname Actief;11,875;kWh;Gevalideerd;
11-01-2026;13:45:00;11-01-2026;14:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;13:45:00;11-01-2026;14:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;2,500;kVArh;Gevalideerd;
11-01-2026;13:45:00;11-01-2026;14:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;14:00:00;11-01-2026;14:15:00;="541448800000018463";;AMR-meter;Afname Actief;10,625;kWh;Gevalideerd;
11-01-2026;14:00:00;11-01-2026;14:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;14:00:00;11-01-2026;14:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;14:00:00;11-01-2026;14:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;14:15:00;11-01-2026;14:30:00;="541448800000018463";;AMR-meter;Afname Actief;6,875;kWh;Gevalideerd;
11-01-2026;14:15:00;11-01-2026;14:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;14:15:00;11-01-2026;14:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;14:15:00;11-01-2026;14:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;14:30:00;11-01-2026;14:45:00;="541448800000018463";;AMR-meter;Afname Actief;6,250;kWh;Gevalideerd;
11-01-2026;14:30:00;11-01-2026;14:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,100;kVArh;Gevalideerd;
11-01-2026;14:30:00;11-01-2026;14:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;14:30:00;11-01-2026;14:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;14:45:00;11-01-2026;15:00:00;="541448800000018463";;AMR-meter;Afname Actief;8,750;kWh;Gevalideerd;
11-01-2026;14:45:00;11-01-2026;15:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;14:45:00;11-01-2026;15:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;14:45:00;11-01-2026;15:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;15:00:00;11-01-2026;15:15:00;="541448800000018463";;AMR-meter;Afname Actief;11,250;kWh;Gevalideerd;
11-01-2026;15:00:00;11-01-2026;15:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;15:00:00;11-01-2026;15:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;15:00:00;11-01-2026;15:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;15:15:00;11-01-2026;15:30:00;="541448800000018463";;AMR-meter;Afname Actief;11,875;kWh;Gevalideerd;
11-01-2026;15:15:00;11-01-2026;15:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;15:15:00;11-01-2026;15:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;15:15:00;11-01-2026;15:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;15:30:00;11-01-2026;15:45:00;="541448800000018463";;AMR-meter;Afname Actief;13,125;kWh;Gevalideerd;
11-01-2026;15:30:00;11-01-2026;15:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;15:30:00;11-01-2026;15:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;15:30:00;11-01-2026;15:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;15:45:00;11-01-2026;16:00:00;="541448800000018463";;AMR-meter;Afname Actief;13,125;kWh;Gevalideerd;
11-01-2026;15:45:00;11-01-2026;16:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;15:45:00;11-01-2026;16:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;15:45:00;11-01-2026;16:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;16:00:00;11-01-2026;16:15:00;="541448800000018463";;AMR-meter;Afname Actief;14,375;kWh;Gevalideerd;
11-01-2026;16:00:00;11-01-2026;16:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;16:00:00;11-01-2026;16:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;2,500;kVArh;Gevalideerd;
11-01-2026;16:00:00;11-01-2026;16:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;16:15:00;11-01-2026;16:30:00;="541448800000018463";;AMR-meter;Afname Actief;16,250;kWh;Gevalideerd;
11-01-2026;16:15:00;11-01-2026;16:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;16:15:00;11-01-2026;16:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;2,500;kVArh;Gevalideerd;
11-01-2026;16:15:00;11-01-2026;16:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;16:30:00;11-01-2026;16:45:00;="541448800000018463";;AMR-meter;Afname Actief;16,250;kWh;Gevalideerd;
11-01-2026;16:30:00;11-01-2026;16:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;16:30:00;11-01-2026;16:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;3,125;kVArh;Gevalideerd;
11-01-2026;16:30:00;11-01-2026;16:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;16:45:00;11-01-2026;17:00:00;="541448800000018463";;AMR-meter;Afname Actief;18,125;kWh;Gevalideerd;
11-01-2026;16:45:00;11-01-2026;17:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;16:45:00;11-01-2026;17:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;16:45:00;11-01-2026;17:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;17:00:00;11-01-2026;17:15:00;="541448800000018463";;AMR-meter;Afname Actief;17,500;kWh;Gevalideerd;
11-01-2026;17:00:00;11-01-2026;17:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;17:00:00;11-01-2026;17:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,875;kVArh;Gevalideerd;
11-01-2026;17:00:00;11-01-2026;17:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;17:15:00;11-01-2026;17:30:00;="541448800000018463";;AMR-meter;Afname Actief;18,125;kWh;Gevalideerd;
11-01-2026;17:15:00;11-01-2026;17:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;17:15:00;11-01-2026;17:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,875;kVArh;Gevalideerd;
11-01-2026;17:15:00;11-01-2026;17:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;17:30:00;11-01-2026;17:45:00;="541448800000018463";;AMR-meter;Afname Actief;32,500;kWh;Gevalideerd;
11-01-2026;17:30:00;11-01-2026;17:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;17:30:00;11-01-2026;17:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;17:30:00;11-01-2026;17:45:00;="541448800000018463";;AMR-meter;Afname Inductief;3,750;kVArh;Gevalideerd;
11-01-2026;17:45:00;11-01-2026;18:00:00;="541448800000018463";;AMR-meter;Afname Actief;26,875;kWh;Gevalideerd;
11-01-2026;17:45:00;11-01-2026;18:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;17:45:00;11-01-2026;18:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;17:45:00;11-01-2026;18:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,625;kVArh;Gevalideerd;
11-01-2026;18:00:00;11-01-2026;18:15:00;="541448800000018463";;AMR-meter;Afname Actief;31,875;kWh;Gevalideerd;
11-01-2026;18:00:00;11-01-2026;18:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;18:00:00;11-01-2026;18:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,625;kVArh;Gevalideerd;
11-01-2026;18:00:00;11-01-2026;18:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;18:15:00;11-01-2026;18:30:00;="541448800000018463";;AMR-meter;Afname Actief;28,125;kWh;Gevalideerd;
11-01-2026;18:15:00;11-01-2026;18:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;18:15:00;11-01-2026;18:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,625;kVArh;Gevalideerd;
11-01-2026;18:15:00;11-01-2026;18:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;18:30:00;11-01-2026;18:45:00;="541448800000018463";;AMR-meter;Afname Actief;24,375;kWh;Gevalideerd;
11-01-2026;18:30:00;11-01-2026;18:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;18:30:00;11-01-2026;18:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,625;kVArh;Gevalideerd;
11-01-2026;18:30:00;11-01-2026;18:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;18:45:00;11-01-2026;19:00:00;="541448800000018463";;AMR-meter;Afname Actief;23,125;kWh;Gevalideerd;
11-01-2026;18:45:00;11-01-2026;19:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;18:45:00;11-01-2026;19:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;18:45:00;11-01-2026;19:00:00;="541448800000018463";;AMR-meter;Afname Inductief;0,625;kVArh;Gevalideerd;
11-01-2026;19:00:00;11-01-2026;19:15:00;="541448800000018463";;AMR-meter;Afname Actief;21,875;kWh;Gevalideerd;
11-01-2026;19:00:00;11-01-2026;19:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;19:00:00;11-01-2026;19:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;19:00:00;11-01-2026;19:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;19:15:00;11-01-2026;19:30:00;="541448800000018463";;AMR-meter;Afname Actief;22,500;kWh;Gevalideerd;
11-01-2026;19:15:00;11-01-2026;19:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;19:15:00;11-01-2026;19:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,625;kVArh;Gevalideerd;
11-01-2026;19:15:00;11-01-2026;19:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,625;kVArh;Gevalideerd;
11-01-2026;19:30:00;11-01-2026;19:45:00;="541448800000018463";;AMR-meter;Afname Actief;23,125;kWh;Gevalideerd;
11-01-2026;19:30:00;11-01-2026;19:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;19:30:00;11-01-2026;19:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,625;kVArh;Gevalideerd;
11-01-2026;19:30:00;11-01-2026;19:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;19:45:00;11-01-2026;20:00:00;="541448800000018463";;AMR-meter;Afname Actief;25,000;kWh;Gevalideerd;
11-01-2026;19:45:00;11-01-2026;20:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;19:45:00;11-01-2026;20:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;19:45:00;11-01-2026;20:00:00;="541448800000018463";;AMR-meter;Afname Inductief;1,250;kVArh;Gevalideerd;
11-01-2026;20:00:00;11-01-2026;20:15:00;="541448800000018463";;AMR-meter;Afname Actief;23,750;kWh;Gevalideerd;
11-01-2026;20:00:00;11-01-2026;20:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;20:00:00;11-01-2026;20:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;20:00:00;11-01-2026;20:15:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;20:15:00;11-01-2026;20:30:00;="541448800000018463";;AMR-meter;Afname Actief;24,375;kWh;Gevalideerd;
11-01-2026;20:15:00;11-01-2026;20:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;20:15:00;11-01-2026;20:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;20:15:00;11-01-2026;20:30:00;="541448800000018463";;AMR-meter;Afname Inductief;0,000;kVArh;Gevalideerd;
11-01-2026;20:30:00;11-01-2026;20:45:00;="541448800000018463";;AMR-meter;Afname Actief;25,000;kWh;Gevalideerd;
11-01-2026;20:30:00;11-01-2026;20:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;20:30:00;11-01-2026;20:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;1,250;kVArh;Gevalideerd;
11-01-2026;20:30:00;11-01-2026;20:45:00;="541448800000018463";;AMR-meter;Afname Inductief;0,625;kVArh;Gevalideerd;
11-01-2026;20:45:00;11-01-2026;21:00:00;="541448800000018463";;AMR-meter;Afname Actief;31,875;kWh;Gevalideerd;
11-01-2026;20:45:00;11-01-2026;21:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;20:45:00;11-01-2026;21:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;20:45:00;11-01-2026;21:00:00;="541448800000018463";;AMR-meter;Afname Inductief;1,875;kVArh;Gevalideerd;
11-01-2026;21:00:00;11-01-2026;21:15:00;="541448800000018463";;AMR-meter;Afname Actief;48,125;kWh;Gevalideerd;
11-01-2026;21:00:00;11-01-2026;21:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;21:00:00;11-01-2026;21:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;21:00:00;11-01-2026;21:15:00;="541448800000018463";;AMR-meter;Afname Inductief;1,875;kVArh;Gevalideerd;
11-01-2026;21:15:00;11-01-2026;21:30:00;="541448800000018463";;AMR-meter;Afname Actief;63,750;kWh;Gevalideerd;
11-01-2026;21:15:00;11-01-2026;21:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;21:15:00;11-01-2026;21:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;21:15:00;11-01-2026;21:30:00;="541448800000018463";;AMR-meter;Afname Inductief;9,375;kVArh;Gevalideerd;
11-01-2026;21:30:00;11-01-2026;21:45:00;="541448800000018463";;AMR-meter;Afname Actief;71,250;kWh;Gevalideerd;
11-01-2026;21:30:00;11-01-2026;21:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;21:30:00;11-01-2026;21:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;21:30:00;11-01-2026;21:45:00;="541448800000018463";;AMR-meter;Afname Inductief;11,250;kVArh;Gevalideerd;
11-01-2026;21:45:00;11-01-2026;22:00:00;="541448800000018463";;AMR-meter;Afname Actief;65,625;kWh;Gevalideerd;
11-01-2026;21:45:00;11-01-2026;22:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;21:45:00;11-01-2026;22:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;21:45:00;11-01-2026;22:00:00;="541448800000018463";;AMR-meter;Afname Inductief;11,875;kVArh;Gevalideerd;
11-01-2026;22:00:00;11-01-2026;22:15:00;="541448800000018463";;AMR-meter;Afname Actief;66,250;kWh;Gevalideerd;
11-01-2026;22:00:00;11-01-2026;22:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;22:00:00;11-01-2026;22:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;22:00:00;11-01-2026;22:15:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
11-01-2026;22:15:00;11-01-2026;22:30:00;="541448800000018463";;AMR-meter;Afname Actief;66,250;kWh;Gevalideerd;
11-01-2026;22:15:00;11-01-2026;22:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;22:15:00;11-01-2026;22:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;22:15:00;11-01-2026;22:30:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
11-01-2026;22:30:00;11-01-2026;22:45:00;="541448800000018463";;AMR-meter;Afname Actief;60,000;kWh;Gevalideerd;
11-01-2026;22:30:00;11-01-2026;22:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;22:30:00;11-01-2026;22:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;22:30:00;11-01-2026;22:45:00;="541448800000018463";;AMR-meter;Afname Inductief;13,125;kVArh;Gevalideerd;
11-01-2026;22:45:00;11-01-2026;23:00:00;="541448800000018463";;AMR-meter;Afname Actief;58,750;kWh;Gevalideerd;
11-01-2026;22:45:00;11-01-2026;23:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;22:45:00;11-01-2026;23:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;22:45:00;11-01-2026;23:00:00;="541448800000018463";;AMR-meter;Afname Inductief;12,500;kVArh;Gevalideerd;
11-01-2026;23:00:00;11-01-2026;23:15:00;="541448800000018463";;AMR-meter;Afname Actief;66,875;kWh;Gevalideerd;
11-01-2026;23:00:00;11-01-2026;23:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;23:00:00;11-01-2026;23:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;23:00:00;11-01-2026;23:15:00;="541448800000018463";;AMR-meter;Afname Inductief;14,375;kVArh;Gevalideerd;
11-01-2026;23:15:00;11-01-2026;23:30:00;="541448800000018463";;AMR-meter;Afname Actief;67,500;kWh;Gevalideerd;
11-01-2026;23:15:00;11-01-2026;23:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;23:15:00;11-01-2026;23:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;23:15:00;11-01-2026;23:30:00;="541448800000018463";;AMR-meter;Afname Inductief;13,750;kVArh;Gevalideerd;
11-01-2026;23:30:00;11-01-2026;23:45:00;="541448800000018463";;AMR-meter;Afname Actief;74,375;kWh;Gevalideerd;
11-01-2026;23:30:00;11-01-2026;23:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;23:30:00;11-01-2026;23:45:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;23:30:00;11-01-2026;23:45:00;="541448800000018463";;AMR-meter;Afname Inductief;15,625;kVArh;Gevalideerd;
11-01-2026;23:45:00;12-01-2026;00:00:00;="541448800000018463";;AMR-meter;Afname Actief;76,875;kWh;Gevalideerd;
11-01-2026;23:45:00;12-01-2026;00:00:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
11-01-2026;23:45:00;12-01-2026;00:00:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
11-01-2026;23:45:00;12-01-2026;00:00:00;="541448800000018463";;AMR-meter;Afname Inductief;15,000;kVArh;Gevalideerd;
12-01-2026;00:00:00;12-01-2026;00:15:00;="541448800000018463";;AMR-meter;Afname Actief;81,250;kWh;Gevalideerd;
12-01-2026;00:00:00;12-01-2026;00:15:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
12-01-2026;00:00:00;12-01-2026;00:15:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
12-01-2026;00:00:00;12-01-2026;00:15:00;="541448800000018463";;AMR-meter;Afname Inductief;16,250;kVArh;Gevalideerd;
12-01-2026;00:15:00;12-01-2026;00:30:00;="541448800000018463";;AMR-meter;Afname Actief;78,125;kWh;Gevalideerd;
12-01-2026;00:15:00;12-01-2026;00:30:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
12-01-2026;00:15:00;12-01-2026;00:30:00;="541448800000018463";;AMR-meter;Afname Capacitief;0,000;kVArh;Gevalideerd;
12-01-2026;00:15:00;12-01-2026;00:30:00;="541448800000018463";;AMR-meter;Afname Inductief;16,875;kVArh;Gevalideerd;
12-01-2026;00:30:00;12-01-2026;00:45:00;="541448800000018463";;AMR-meter;Afname Actief;82,500;kWh;Gevalideerd;
12-01-2026;00:30:00;12-01-2026;00:45:00;="541448800000018463";;AMR-meter;Afname Reactief;0,000;kVArh;Gevalideerd;
