datetime,productie_kwh,afname_kwh,injectie_kwh,totaal_verbruik_kwh,verbruik_ev_kwh,verbruik_gebouw_kwh
2025-05-06 00:00:00,0.0,355.0,0.0,355.0,0.0,355.0
2025-05-06 01:00:00,0.0,334.38,0.0,334.38,0.01,334.37
2025-05-06 02:00:00,0.0,364.38,0.0,364.38,0.01,364.37
2025-05-06 03:00:00,0.0,383.75,0.0,383.75,0.01,383.74
2025-05-06 04:00:00,0.0,356.88,0.0,356.88,0.01,356.87
2025-05-06 05:00:00,0.0,365.0,0.0,365.0,0.01,364.99
2025-05-06 06:00:00,1.46,384.51,0.0,385.97,0.01,385.97
2025-05-06 07:00:00,7.96,355.08,0.0,363.05,3.15,359.9
2025-05-06 08:00:00,22.32,431.19,0.0,453.51,55.23,398.28
2025-05-06 09:00:00,33.21,472.79,0.0,506.0,90.53,415.47
2025-05-06 10:00:00,129.82,390.35,0.0,520.17,62.87,457.3
2025-05-06 11:00:00,517.85,0.0,16.89,500.96,42.93,458.04
2025-05-06 12:00:00,340.75,56.73,0.0,397.47,27.11,370.37
2025-05-06 13:00:00,283.82,99.64,0.0,383.46,9.23,374.23
2025-05-06 14:00:00,77.5,308.39,0.0,385.89,4.16,381.73
2025-05-06 15:00:00,226.28,224.11,0.0,450.39,0.01,450.39
2025-05-06 16:00:00,37.42,412.0,0.0,449.42,3.06,446.36
2025-05-06 17:00:00,114.76,296.1,0.0,410.86,11.97,398.89
2025-05-06 18:00:00,172.59,260.82,0.0,433.41,8.85,424.56
2025-05-06 19:00:00,285.08,157.07,0.0,442.15,0.01,442.14
2025-05-06 20:00:00,62.47,323.94,0.0,386.41,0.01,386.41
2025-05-06 21:00:00,1.46,377.39,0.0,378.86,0.01,378.85
2025-05-06 22:00:00,0.0,381.88,0.0,381.88,0.01,381.87
2025-05-06 23:00:00,0.0,387.5,0.0,387.5,0.01,387.49
2025-05-07 00:00:00,0.0,386.88,0.0,386.88,0.01,386.87
2025-05-07 01:00:00,0.0,319.38,0.0,319.38,0.01,319.37
2025-05-07 02:00:00,0.0,355.0,0.0,355.0,0.01,354.99
2025-05-07 03:00:00,0.0,393.75,0.0,393.75,0.0,393.74
2025-05-07 04:00:00,0.0,383.12,0.0,383.12,0.01,383.12
2025-05-07 05:00:00,0.0,410.0,0.0,410.0,0.01,409.99
2025-05-07 06:00:00,4.78,437.23,0.0,442.0,0.01,442.0
2025-05-07 07:00:00,60.45,372.37,0.0,432.82,13.86,418.97
2025-05-07 08:00:00,125.26,404.2,0.0,529.46,69.41,460.05
2025-05-07 09:00:00,161.79,364.52,0.0,526.31,94.59,431.71
2025-05-07 10:00:00,538.54,41.97,0.0,580.51,94.06,486.46
2025-05-07 11:00:00,524.12,37.45,0.0,561.57,81.67,479.89
2025-05-07 12:00:00,752.96,0.0,254.36,498.6,53.48,445.12
2025-05-07 13:00:00,889.88,0.0,391.81,498.08,40.27,457.81
2025-05-07 14:00:00,890.52,0.0,420.25,470.27,22.97,447.3
2025-05-07 15:00:00,886.02,0.0,421.37,464.65,18.84,445.81
2025-05-07 16:00:00,858.39,0.0,414.59,443.79,12.44,431.36
2025-05-07 17:00:00,699.21,0.0,271.0,428.21,0.03,428.18
2025-05-07 18:00:00,494.22,0.0,62.6,431.62,0.01,431.62
2025-05-07 19:00:00,272.33,149.8,0.0,422.13,0.01,422.12
2025-05-07 20:00:00,67.06,342.51,0.0,409.56,0.01,409.56
2025-05-07 21:00:00,2.39,409.96,0.0,412.35,0.01,412.34
2025-05-07 22:00:00,0.0,385.0,0.0,385.0,0.0,385.0
2025-05-07 23:00:00,0.0,343.12,0.0,343.12,0.01,343.12
2025-05-08 00:00:00,0.0,350.0,0.0,350.0,0.01,349.99
2025-05-08 01:00:00,0.0,307.5,0.0,307.5,0.01,307.49
2025-05-08 02:00:00,0.0,321.88,0.0,321.88,0.01,321.87
2025-05-08 03:00:00,0.0,384.38,0.0,384.38,0.01,384.37
2025-05-08 04:00:00,0.0,413.75,0.0,413.75,0.01,413.74
2025-05-08 05:00:00,0.0,463.14,0.0,463.14,0.01,463.13
2025-05-08 06:00:00,2.09,445.36,0.0,447.44,0.0,447.44
2025-05-08 07:00:00,15.04,433.14,0.0,448.18,8.14,440.04
2025-05-08 08:00:00,51.14,482.02,0.0,533.16,72.44,460.72
2025-05-08 09:00:00,182.1,336.7,0.0,518.8,94.51,424.29
2025-05-08 10:00:00,315.88,256.37,0.0,572.26,85.96,486.29
2025-05-08 11:00:00,341.34,192.54,0.0,533.89,60.26,473.63
2025-05-08 12:00:00,506.77,0.0,13.35,493.43,36.76,456.67
2025-05-08 13:00:00,519.13,0.0,48.81,470.32,23.67,446.65
2025-05-08 14:00:00,470.62,0.0,14.38,456.23,11.97,444.26
2025-05-08 15:00:00,528.42,0.0,21.12,507.3,23.58,483.71
2025-05-08 16:00:00,403.18,60.35,0.0,463.53,22.62,440.9
2025-05-08 17:00:00,324.14,56.82,0.0,380.96,2.26,378.7
2025-05-08 18:00:00,209.92,164.67,0.0,374.59,0.0,374.59
2025-05-08 19:00:00,271.43,108.44,0.0,379.87,0.01,379.86
2025-05-08 20:00:00,48.38,320.56,0.0,368.95,0.01,368.94
2025-05-08 21:00:00,2.24,386.38,0.0,388.62,0.01,388.62
2025-05-08 22:00:00,0.0,365.62,0.0,365.62,0.01,365.62
2025-05-08 23:00:00,0.0,360.62,0.0,360.62,0.01,360.62
2025-05-09 00:00:00,0.0,355.0,0.0,355.0,0.01,354.99
2025-05-09 01:00:00,0.0,344.38,0.0,344.38,0.01,344.37
2025-05-09 02:00:00,0.0,358.75,0.0,358.75,0.01,358.74
2025-05-09 03:00:00,0.0,365.0,0.0,365.0,0.01,364.99
2025-05-09 04:00:00,0.0,356.25,0.0,356.25,0.01,356.24
2025-05-09 05:00:00,0.0,380.09,0.0,380.09,0.0,380.08
2025-05-09 06:00:00,12.63,365.86,0.0,378.49,3.8,374.69
2025-05-09 07:00:00,60.93,319.56,0.0,380.49,24.28,356.21
2025-05-09 08:00:00,129.6,315.74,0.0,445.34,87.83,357.51
2025-05-09 09:00:00,198.92,267.91,0.0,466.84,96.19,370.64
2025-05-09 10:00:00,541.1,0.0,37.27,503.83,94.46,409.36
2025-05-09 11:00:00,439.31,23.45,0.0,462.76,74.71,388.04
2025-05-09 12:00:00,760.7,0.0,357.32,403.38,44.58,358.8
2025-05-09 13:00:00,888.94,0.0,510.05,378.89,10.48,368.41
2025-05-09 14:00:00,883.25,0.0,505.21,378.03,7.55,370.48
2025-05-09 15:00:00,831.44,0.0,436.18,395.26,9.23,386.03
2025-05-09 16:00:00,830.92,0.0,502.78,328.15,11.38,316.77
2025-05-09 17:00:00,662.91,0.0,356.21,306.7,5.46,301.24
2025-05-09 18:00:00,468.65,0.0,166.41,302.23,0.01,302.23
2025-05-09 19:00:00,260.65,26.83,0.0,287.48,0.01,287.48
2025-05-09 20:00:00,72.82,91.21,0.0,164.03,0.01,164.02
2025-05-09 21:00:00,2.64,84.54,0.0,87.19,0.01,87.18
2025-05-09 22:00:00,0.0,85.0,0.0,85.0,0.01,84.99
2025-05-09 23:00:00,0.0,85.62,0.0,85.62,0.01,85.62
2025-05-10 00:00:00,0.0,83.12,0.0,83.12,0.01,83.12
2025-05-10 01:00:00,0.0,75.62,0.0,75.62,0.01,75.62
2025-05-10 02:00:00,0.0,73.12,0.0,73.12,0.01,73.12
2025-05-10 03:00:00,0.0,73.12,0.0,73.12,0.01,73.12
2025-05-10 04:00:00,0.0,73.12,0.0,73.12,0.0,73.12
2025-05-10 05:00:00,0.22,72.39,0.0,72.61,0.01,72.61
2025-05-10 06:00:00,26.55,41.05,0.0,67.61,0.01,67.6
2025-05-10 07:00:00,154.5,0.0,85.69,68.81,0.01,68.8
2025-05-10 08:00:00,320.49,0.0,252.16,68.33,0.01,68.32
2025-05-10 09:00:00,533.08,0.0,464.97,68.11,0.01,68.1
2025-05-10 10:00:00,698.02,0.0,631.05,66.97,0.01,66.96
2025-05-10 11:00:00,848.57,0.0,784.58,63.99,0.01,63.99
2025-05-10 12:00:00,879.66,0.0,814.01,65.64,0.01,65.64
2025-05-10 13:00:00,879.74,0.0,811.83,67.91,0.01,67.9
2025-05-10 14:00:00,869.78,0.0,800.23,69.56,0.01,69.55
2025-05-10 15:00:00,878.68,0.0,805.78,72.89,0.01,72.89
2025-05-10 16:00:00,769.02,0.0,694.64,74.38,0.01,74.38
2025-05-10 17:00:00,612.5,0.0,536.51,76.0,0.01,75.99
2025-05-10 18:00:00,429.77,0.0,359.67,70.1,0.01,70.1
2025-05-10 19:00:00,270.23,0.0,200.74,69.49,0.01,69.49
2025-05-10 20:00:00,94.99,0.0,23.41,71.59,0.01,71.58
2025-05-10 21:00:00,5.51,63.03,0.0,68.53,0.01,68.53
2025-05-10 22:00:00,0.0,68.75,0.0,68.75,0.01,68.74
2025-05-10 23:00:00,0.0,67.5,0.0,67.5,0.01,67.49
2025-05-11 00:00:00,0.0,67.5,0.0,67.5,0.01,67.49
2025-05-11 01:00:00,0.0,67.5,0.0,67.5,0.01,67.49
2025-05-11 02:00:00,0.0,68.75,0.0,68.75,0.01,68.74
2025-05-11 03:00:00,0.0,67.5,0.0,67.5,0.01,67.49
2025-05-11 04:00:00,0.0,71.25,0.0,71.25,0.01,71.24
2025-05-11 05:00:00,0.01,74.93,0.0,74.94,0.01,74.94
2025-05-11 06:00:00,26.77,47.23,0.0,74.01,0.01,74.0
2025-05-11 07:00:00,148.37,0.0,82.98,65.39,0.01,65.38
2025-05-11 08:00:00,329.84,0.0,266.64,63.2,0.01,63.2
2025-05-11 09:00:00,548.05,0.0,484.84,63.21,0.01,63.21
2025-05-11 10:00:00,739.07,0.0,675.42,63.65,0.01,63.65
2025-05-11 11:00:00,837.9,0.0,768.22,69.68,0.01,69.68
2025-05-11 12:00:00,785.6,0.0,704.89,80.7,0.01,80.7
2025-05-11 13:00:00,861.29,0.0,776.4,84.89,0.01,84.88
2025-05-11 14:00:00,887.88,0.0,801.58,86.31,0.01,86.3
2025-05-11 15:00:00,807.2,0.0,719.04,88.16,0.01,88.15
2025-05-11 16:00:00,793.76,0.0,707.73,86.03,0.01,86.03
2025-05-11 17:00:00,653.29,0.0,568.86,84.43,0.01,84.42
2025-05-11 18:00:00,454.8,0.0,357.37,97.43,0.01,97.43
2025-05-11 19:00:00,245.97,0.0,85.3,160.67,0.01,160.66
2025-05-11 20:00:00,77.32,63.12,0.0,140.44,0.01,140.43
2025-05-11 21:00:00,3.8,231.82,0.0,235.62,0.01,235.62
2025-05-11 22:00:00,0.0,257.5,0.0,257.5,0.01,257.49
2025-05-11 23:00:00,0.0,264.38,0.0,264.38,0.01,264.37
2025-05-12 00:00:00,0.65,299.35,0.0,300.0,0.01,299.99
2025-05-12 01:00:00,0.0,282.5,0.0,282.5,0.01,282.49
2025-05-12 02:00:00,0.0,300.62,0.0,300.62,0.01,300.62
2025-05-12 03:00:00,5.9,345.97,0.0,351.88,0.01,351.87
2025-05-12 04:00:00,3.34,364.78,0.0,368.12,0.01,368.12
2025-05-12 05:00:00,3.61,361.04,0.0,364.65,0.01,364.64
2025-05-12 06:00:00,38.0,363.6,0.0,401.61,1.21,400.39
2025-05-12 07:00:00,158.13,249.8,0.0,407.93,13.64,394.28
2025-05-12 08:00:00,322.8,129.2,0.0,452.01,58.14,393.87
2025-05-12 09:00:00,420.75,60.65,0.0,481.4,94.43,386.97
2025-05-12 10:00:00,723.49,0.0,171.81,551.68,95.25,456.43
2025-05-12 11:00:00,850.61,0.0,278.45,572.16,66.33,505.83
2025-05-12 12:00:00,807.8,0.0,274.84,532.95,40.41,492.55
2025-05-12 13:00:00,743.19,0.0,240.94,502.25,11.68,490.57
2025-05-12 14:00:00,844.71,0.0,348.71,496.0,10.36,485.63
2025-05-12 15:00:00,767.61,0.0,230.07,537.54,7.75,529.79
2025-05-12 16:00:00,696.1,0.0,241.71,454.39,0.0,454.38
2025-05-12 17:00:00,542.77,0.0,106.17,436.6,0.01,436.59
2025-05-12 18:00:00,506.7,0.0,69.65,437.05,0.01,437.05
2025-05-12 19:00:00,311.3,128.34,0.0,439.64,0.01,439.63
2025-05-12 20:00:00,87.46,290.47,0.0,377.93,0.01,377.92
2025-05-12 21:00:00,5.33,385.73,0.0,391.06,0.01,391.05
2025-05-12 22:00:00,0.0,451.88,0.0,451.88,0.01,451.87
2025-05-12 23:00:00,0.0,394.38,0.0,394.38,0.01,394.37
2025-05-13 00:00:00,0.0,356.88,0.0,356.88,0.01,356.87
2025-05-13 01:00:00,0.0,317.5,0.0,317.5,0.01,317.49
2025-05-13 02:00:00,0.0,338.12,0.0,338.12,0.01,338.12
2025-05-13 03:00:00,0.0,314.38,0.0,314.38,0.01,314.37
2025-05-13 04:00:00,0.0,323.75,0.0,323.75,0.01,323.74
2025-05-13 05:00:00,0.06,365.29,0.0,365.36,0.01,365.35
2025-05-13 06:00:00,19.03,369.03,0.0,388.07,0.01,388.06
2025-05-13 07:00:00,114.69,321.47,0.0,436.16,7.04,429.12
2025-05-13 08:00:00,291.24,232.26,0.0,523.5,61.94,461.56
2025-05-13 09:00:00,406.6,89.72,0.0,496.32,96.97,399.35
2025-05-13 10:00:00,622.48,0.0,71.98,550.5,95.04,455.46
2025-05-13 11:00:00,768.08,0.0,216.87,551.21,70.5,480.71
2025-05-13 12:00:00,575.22,0.0,93.93,481.28,39.41,441.88
2025-05-13 13:00:00,163.06,306.61,0.0,469.66,24.52,445.14
2025-05-13 14:00:00,522.96,0.0,78.1,444.86,14.95,429.91
2025-05-13 15:00:00,680.01,0.0,239.85,440.16,4.52,435.64
2025-05-13 16:00:00,676.46,0.0,286.65,389.81,3.65,386.17
2025-05-13 17:00:00,672.91,0.0,263.87,409.04,5.68,403.36
2025-05-13 18:00:00,669.36,0.0,288.45,380.92,1.47,379.45
2025-05-13 19:00:00,665.81,0.0,300.67,365.15,0.01,365.14
2025-05-13 20:00:00,662.27,0.0,301.72,360.54,0.01,360.53
2025-05-13 21:00:00,658.72,0.0,354.89,303.82,0.01,303.82
2025-05-13 22:00:00,655.17,0.0,319.54,335.62,0.01,335.62
2025-05-13 23:00:00,651.62,0.0,334.12,317.5,0.01,317.49
2025-05-14 00:00:00,648.07,0.0,350.57,297.5,0.01,297.49
2025-05-14 01:00:00,644.52,0.0,372.64,271.88,0.01,271.87
2025-05-14 02:00:00,640.97,0.0,325.97,315.0,0.01,314.99
2025-05-14 03:00:00,637.42,0.0,315.55,321.88,0.0,321.87
2025-05-14 04:00:00,633.87,0.0,335.75,298.12,0.01,298.12
2025-05-14 05:00:00,630.32,0.0,313.92,316.4,0.01,316.4
2025-05-14 06:00:00,626.77,0.0,290.64,336.14,0.01,336.13
2025-05-14 07:00:00,623.23,0.0,239.03,384.19,16.72,367.48
2025-05-14 08:00:00,619.68,0.0,137.9,481.78,58.64,423.14
2025-05-14 09:00:00,616.13,0.0,132.79,483.34,93.79,389.55
2025-05-14 10:00:00,612.58,0.0,197.81,414.77,80.77,334.0
2025-05-14 11:00:00,609.03,0.0,240.24,368.79,39.62,329.17
2025-05-14 12:00:00,605.48,0.0,212.9,392.58,32.94,359.65
2025-05-14 13:00:00,601.93,0.0,196.75,405.18,25.42,379.75
2025-05-14 14:00:00,598.38,0.0,168.89,429.49,10.03,419.46
2025-05-14 15:00:00,594.83,0.0,210.32,384.51,0.01,384.5
2025-05-14 16:00:00,591.28,0.0,237.31,353.98,0.01,353.97
2025-05-14 17:00:00,587.73,0.0,292.04,295.69,0.61,295.08
2025-05-14 18:00:00,584.18,0.0,289.64,294.54,0.01,294.54
2025-05-14 19:00:00,580.64,0.0,287.65,292.99,0.01,292.98
2025-05-14 20:00:00,577.09,0.0,297.53,279.56,0.01,279.55
2025-05-14 21:00:00,573.54,0.0,285.11,288.43,0.0,288.42
2025-05-14 22:00:00,569.99,0.0,236.86,333.12,0.01,333.12
2025-05-14 23:00:00,566.44,0.0,253.31,313.12,0.01,313.12
2025-05-15 00:00:00,562.89,0.0,221.64,341.25,0.01,341.24
2025-05-15 01:00:00,559.34,0.0,252.47,306.88,0.01,306.87
2025-05-15 02:00:00,555.79,0.0,247.04,308.75,0.0,308.74
2025-05-15 03:00:00,552.24,0.0,150.37,401.88,0.01,401.87
2025-05-15 04:00:00,548.69,0.0,201.82,346.88,0.01,346.87
2025-05-15 05:00:00,545.14,0.0,211.35,333.8,0.01,333.79
2025-05-15 06:00:00,541.59,0.0,205.98,335.62,0.01,335.61
2025-05-15 07:00:00,538.05,0.0,183.65,354.39,10.22,344.17
2025-05-15 08:00:00,534.5,0.0,138.56,395.94,57.07,338.87
2025-05-15 09:00:00,530.95,0.0,94.92,436.03,63.31,372.72
2025-05-15 10:00:00,527.4,0.0,36.13,491.27,40.25,451.02
2025-05-15 11:00:00,523.85,0.0,73.13,450.72,21.71,429.01
2025-05-15 12:00:00,520.3,0.0,100.65,419.65,6.4,413.26
2025-05-15 13:00:00,516.75,0.0,110.38,406.37,0.01,406.36
2025-05-15 14:00:00,513.2,0.0,118.52,394.68,0.09,394.59
2025-05-15 15:00:00,509.65,0.0,126.44,383.22,2.19,381.02
2025-05-15 16:00:00,506.1,0.0,142.77,363.34,0.58,362.76
2025-05-15 17:00:00,502.55,0.0,184.24,318.32,0.01,318.31
2025-05-15 18:00:00,499.01,0.0,232.29,266.72,0.01,266.71
2025-05-15 19:00:00,495.46,0.0,156.27,339.18,0.01,339.18
2025-05-15 20:00:00,491.91,0.0,156.71,335.2,0.01,335.2
2025-05-15 21:00:00,488.36,0.0,135.39,352.97,0.01,352.96
2025-05-15 22:00:00,484.81,0.0,135.43,349.38,0.01,349.37
2025-05-15 23:00:00,481.26,0.0,142.51,338.75,0.01,338.74
2025-05-16 00:00:00,477.71,0.0,165.84,311.88,0.0,311.87
2025-05-16 01:00:00,474.16,0.0,144.79,329.38,0.01,329.37
2025-05-16 02:00:00,470.61,0.0,156.24,314.38,0.01,314.37
2025-05-16 03:00:00,467.06,0.0,139.56,327.5,0.01,327.49
2025-05-16 04:00:00,463.51,0.0,146.64,316.88,0.01,316.87
2025-05-16 05:00:00,459.96,0.0,149.42,310.54,0.01,310.54
2025-05-16 06:00:00,456.42,0.0,149.44,306.97,0.01,306.97
2025-05-16 07:00:00,452.87,0.0,89.53,363.34,8.62,354.72
2025-05-16 08:00:00,449.32,0.0,6.1,443.22,50.07,393.15
2025-05-16 09:00:00,445.77,21.93,0.0,467.7,96.6,371.1
2025-05-16 10:00:00,442.22,0.0,25.75,416.47,52.0,364.47
2025-05-16 11:00:00,438.67,0.0,75.18,363.49,34.72,328.77
2025-05-16 12:00:00,435.12,0.0,55.44,379.68,21.35,358.34
2025-05-16 13:00:00,431.57,0.0,32.3,399.27,11.62,387.65
2025-05-16 14:00:00,428.02,29.68,0.0,457.71,9.18,448.53
2025-05-16 15:00:00,424.47,35.57,0.0,460.04,13.72,446.33
2025-05-16 16:00:00,420.92,0.0,30.27,390.65,8.31,382.34
2025-05-16 17:00:00,417.38,0.0,84.57,332.81,0.27,332.53
2025-05-16 18:00:00,413.83,0.0,56.07,357.75,0.01,357.75
2025-05-16 19:00:00,304.07,46.53,0.0,350.6,0.01,350.59
2025-05-16 20:00:00,100.22,232.3,0.0,332.51,0.01,332.51
2025-05-16 21:00:00,7.39,266.68,0.0,274.07,0.01,274.07
2025-05-16 22:00:00,0.0,245.0,0.0,245.0,0.01,244.99
2025-05-16 23:00:00,0.0,263.12,0.0,263.12,0.01,263.12
2025-05-17 00:00:00,0.0,235.62,0.0,235.62,0.01,235.62
2025-05-17 01:00:00,0.0,249.38,0.0,249.38,0.01,249.37
2025-05-17 02:00:00,0.0,269.38,0.0,269.38,0.01,269.37
2025-05-17 03:00:00,0.0,295.0,0.0,295.0,0.01,294.99
2025-05-17 04:00:00,0.0,210.0,0.0,210.0,0.01,209.99
2025-05-17 05:00:00,0.16,86.36,0.0,86.52,0.01,86.51
2025-05-17 06:00:00,31.51,41.13,0.0,72.64,0.01,72.63
2025-05-17 07:00:00,123.68,0.0,54.33,69.35,0.01,69.35
2025-05-17 08:00:00,174.14,0.0,104.66,69.49,0.01,69.48
2025-05-17 09:00:00,289.38,0.0,219.4,69.99,0.01,69.98
2025-05-17 10:00:00,630.5,0.0,562.24,68.26,0.01,68.26
2025-05-17 11:00:00,750.35,0.0,681.2,69.15,0.01,69.14
2025-05-17 12:00:00,882.98,0.0,814.82,68.16,0.01,68.16
2025-05-17 13:00:00,863.65,0.0,795.86,67.79,0.01,67.78
2025-05-17 14:00:00,782.03,0.0,714.26,67.77,0.01,67.76
2025-05-17 15:00:00,847.56,0.0,779.68,67.88,0.01,67.87
2025-05-17 16:00:00,502.68,0.0,434.75,67.93,0.01,67.92
2025-05-17 17:00:00,219.81,0.0,199.92,19.89,0.01,19.89
2025-05-17 18:00:00,106.89,0.0,38.08,68.81,0.01,68.8
2025-05-17 19:00:00,44.33,24.44,0.0,68.77,0.01,68.76
2025-05-17 20:00:00,26.23,45.33,0.0,71.56,0.01,71.56
2025-05-17 21:00:00,1.02,77.44,0.0,78.46,0.01,78.45
2025-05-17 22:00:00,0.0,80.62,0.0,80.62,0.01,80.62
2025-05-17 23:00:00,0.0,80.0,0.0,80.0,0.01,79.99
2025-05-18 00:00:00,0.0,76.88,0.0,76.88,0.01,76.87
2025-05-18 01:00:00,0.0,72.5,0.0,72.5,0.01,72.49
2025-05-18 02:00:00,0.0,71.88,0.0,71.88,0.01,71.87
2025-05-18 03:00:00,0.0,72.5,0.0,72.5,0.01,72.49
2025-05-18 04:00:00,0.0,72.5,0.0,72.5,0.01,72.49
2025-05-18 05:00:00,0.0,71.88,0.0,71.88,0.01,71.87
2025-05-18 06:00:00,8.17,63.28,0.0,71.44,0.01,71.44
2025-05-18 07:00:00,39.47,29.36,0.0,68.83,0.01,68.82
2025-05-18 08:00:00,74.14,0.0,5.77,68.38,0.01,68.37
2025-05-18 09:00:00,95.5,0.0,22.87,72.63,0.01,72.62
2025-05-18 10:00:00,107.66,0.0,31.64,76.02,0.01,76.02
2025-05-18 11:00:00,235.44,0.0,158.86,76.59,0.01,76.58
2025-05-18 12:00:00,454.8,0.0,382.19,72.61,0.01,72.6
2025-05-18 13:00:00,568.29,0.0,500.12,68.17,0.01,68.17
2025-05-18 14:00:00,311.61,0.0,243.4,68.21,0.01,68.21
2025-05-18 15:00:00,131.78,0.0,64.48,67.3,0.01,67.29
2025-05-18 16:00:00,236.45,0.0,168.17,68.29,0.01,68.28
2025-05-18 17:00:00,227.03,0.0,159.13,67.9,0.01,67.9
2025-05-18 18:00:00,257.96,0.0,189.49,68.47,0.01,68.46
2025-05-18 19:00:00,186.0,0.0,51.89,134.11,0.01,134.1
2025-05-18 20:00:00,71.11,77.13,0.0,148.24,0.01,148.23
2025-05-18 21:00:00,7.98,189.13,0.0,197.11,0.01,197.11
2025-05-18 22:00:00,0.0,245.62,0.0,245.62,0.01,245.62
2025-05-18 23:00:00,0.0,288.12,0.0,288.12,0.01,288.12
2025-05-19 00:00:00,0.0,293.75,0.0,293.75,0.01,293.74
2025-05-19 01:00:00,0.0,279.38,0.0,279.38,0.01,279.37
2025-05-19 02:00:00,0.0,343.75,0.0,343.75,0.01,343.74
2025-05-19 03:00:00,0.0,403.75,0.0,403.75,0.01,403.74
2025-05-19 04:00:00,0.0,387.5,0.0,387.5,0.01,387.49
2025-05-19 05:00:00,0.0,419.0,0.0,419.0,0.0,419.0
2025-05-19 06:00:00,7.31,437.13,0.0,444.44,0.01,444.43
2025-05-19 07:00:00,30.79,460.06,0.0,490.85,0.01,490.85
2025-05-19 08:00:00,115.1,475.01,0.0,590.11,63.64,526.47
2025-05-19 09:00:00,233.46,392.6,0.0,626.06,88.35,537.71
2025-05-19 10:00:00,285.36,361.23,0.0,646.59,78.89,567.7
2025-05-19 11:00:00,596.53,63.38,0.0,659.91,77.67,582.24
2025-05-19 12:00:00,769.44,0.0,189.01,580.43,22.77,557.66
2025-05-19 13:00:00,886.7,0.0,320.9,565.81,21.49,544.31
2025-05-19 14:00:00,878.9,0.0,364.53,514.37,13.18,501.2
2025-05-19 15:00:00,870.18,0.0,346.37,523.81,9.27,514.54
2025-05-19 16:00:00,840.49,0.0,334.15,506.35,11.39,494.95
2025-05-19 17:00:00,690.53,0.0,226.3,464.23,3.22,461.01
2025-05-19 18:00:00,495.91,0.0,69.64,426.28,0.01,426.26
2025-05-19 19:00:00,287.48,127.97,0.0,415.45,0.01,415.44
2025-05-19 20:00:00,101.65,280.34,0.0,381.99,0.01,381.98
2025-05-19 21:00:00,9.47,397.18,0.0,406.65,0.01,406.64
2025-05-19 22:00:00,0.0,398.75,0.0,398.75,0.01,398.74
2025-05-19 23:00:00,0.0,362.5,0.0,362.5,0.01,362.49
2025-05-20 00:00:00,0.0,381.88,0.0,381.88,0.01,381.87
2025-05-20 01:00:00,0.0,343.75,0.0,343.75,0.01,343.74
2025-05-20 02:00:00,0.0,391.25,0.0,391.25,0.01,391.24
2025-05-20 03:00:00,0.0,396.25,0.0,396.25,0.01,396.24
2025-05-20 04:00:00,0.0,384.38,0.0,384.38,0.01,384.37
2025-05-20 05:00:00,0.39,365.72,0.0,366.11,0.01,366.11
2025-05-20 06:00:00,9.76,325.77,0.0,335.53,0.01,335.52
2025-05-20 07:00:00,32.53,325.06,0.0,357.59,8.73,348.86
2025-05-20 08:00:00,152.63,295.31,0.0,447.94,76.97,370.97
2025-05-20 09:00:00,184.16,352.22,0.0,536.38,135.08,401.3
2025-05-20 10:00:00,194.17,381.49,0.0,575.66,124.27,451.39
2025-05-20 11:00:00,463.54,107.63,0.0,571.17,101.1,470.07
2025-05-20 12:00:00,668.34,0.0,136.21,532.12,75.21,456.91
2025-05-20 13:00:00,695.92,0.0,214.76,481.17,66.47,414.7
2025-05-20 14:00:00,752.83,0.0,253.7,499.14,21.42,477.72
2025-05-20 15:00:00,663.17,0.0,172.35,490.82,2.4,488.42
2025-05-20 16:00:00,479.56,0.99,0.0,480.54,0.69,479.86
2025-05-20 17:00:00,340.28,119.28,0.0,459.56,0.74,458.82
2025-05-20 18:00:00,202.87,258.27,0.0,461.14,0.01,461.13
2025-05-20 19:00:00,37.49,398.24,0.0,435.73,0.01,435.72
2025-05-20 20:00:00,15.32,389.84,0.0,405.16,0.01,405.15
2025-05-20 21:00:00,0.58,383.64,0.0,384.22,0.01,384.22
2025-05-20 22:00:00,0.0,403.12,0.0,403.12,0.01,403.12
2025-05-20 23:00:00,0.0,406.88,0.0,406.88,0.01,406.87
2025-05-21 00:00:00,0.0,403.75,0.0,403.75,0.01,403.74
2025-05-21 01:00:00,0.0,352.5,0.0,352.5,0.01,352.49
2025-05-21 02:00:00,0.0,416.88,0.0,416.88,0.01,416.87
2025-05-21 03:00:00,0.0,398.12,0.0,398.12,0.01,398.12
2025-05-21 04:00:00,0.0,408.12,0.0,408.12,0.0,408.12
2025-05-21 05:00:00,0.51,427.92,0.0,428.43,0.01,428.42
2025-05-21 06:00:00,21.76,466.12,0.0,487.88,0.01,487.87
2025-05-21 07:00:00,62.94,462.38,0.0,525.32,8.32,517.0
2025-05-21 08:00:00,55.97,530.25,0.0,586.22,48.62,537.59
2025-05-21 09:00:00,105.56,492.61,0.0,598.17,74.85,523.32
2025-05-21 10:00:00,112.46,472.8,0.0,585.27,85.96,499.31
2025-05-21 11:00:00,167.3,437.08,0.0,604.38,70.7,533.68
2025-05-21 12:00:00,267.52,207.05,0.0,474.57,33.46,441.11
2025-05-21 13:00:00,187.45,264.07,0.0,451.52,22.83,428.69
2025-05-21 14:00:00,179.08,298.18,0.0,477.26,5.5,471.76
2025-05-21 15:00:00,199.88,268.47,0.0,468.35,0.01,468.34
