datetime,productie_kwh,afname_kwh,injectie_kwh,totaal_verbruik_kwh,verbruik_ev_kwh,verbruik_gebouw_kwh
2025-07-24 17:00:00,522.32,0.0,245.34,276.98,0.29,276.69
2025-07-24 18:00:00,307.49,0.0,32.54,274.96,0.01,274.95
2025-07-24 19:00:00,226.0,39.27,0.0,265.27,0.01,265.27
2025-07-24 20:00:00,80.88,184.43,0.0,265.3,0.01,265.3
2025-07-24 21:00:00,9.95,238.53,0.0,248.47,0.01,248.47
2025-07-24 22:00:00,0.0,256.88,0.0,256.88,0.01,256.87
2025-07-24 23:00:00,0.0,228.75,0.0,228.75,0.01,228.74
2025-07-25 00:00:00,0.0,239.38,0.0,239.38,0.01,239.37
2025-07-25 01:00:00,0.0,223.12,0.0,223.12,0.01,223.12
2025-07-25 02:00:00,0.0,232.5,0.0,232.5,0.01,232.49
2025-07-25 03:00:00,0.0,238.12,0.0,238.12,0.01,238.12
2025-07-25 04:00:00,0.0,207.5,0.0,207.5,0.01,207.49
2025-07-25 05:00:00,0.0,297.0,0.0,297.0,0.01,296.99
2025-07-25 06:00:00,11.66,324.64,0.0,336.3,4.11,332.19
2025-07-25 07:00:00,77.47,285.24,0.0,362.71,30.26,332.46
2025-07-25 08:00:00,90.76,294.4,0.0,385.15,70.79,314.36
2025-07-25 09:00:00,317.51,42.91,0.0,360.42,80.09,280.32
2025-07-25 10:00:00,308.44,8.73,0.0,317.17,62.9,254.27
2025-07-25 11:00:00,467.33,0.0,174.23,293.1,49.96,243.14
2025-07-25 12:00:00,579.8,0.0,287.16,292.63,30.94,261.69
2025-07-25 13:00:00,409.7,0.0,209.42,200.29,24.04,176.24
2025-07-25 14:00:00,356.17,0.0,223.34,132.83,4.26,128.57
2025-07-25 15:00:00,310.08,0.0,205.82,104.26,0.01,104.25
2025-07-25 16:00:00,188.93,0.0,79.24,109.69,0.73,108.96
2025-07-25 17:00:00,118.41,0.0,19.51,98.9,5.21,93.69
2025-07-25 18:00:00,86.62,5.33,0.0,91.95,1.13,90.82
2025-07-25 19:00:00,70.6,27.29,0.0,97.89,0.01,97.88
2025-07-25 20:00:00,13.68,72.74,0.0,86.42,0.01,86.42
2025-07-25 21:00:00,0.56,79.49,0.0,80.05,0.01,80.04
2025-07-25 22:00:00,0.0,51.25,0.0,51.25,0.01,51.24
2025-07-25 23:00:00,0.0,43.75,0.0,43.75,0.01,43.74
2025-07-26 00:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-26 01:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-26 02:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-26 03:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-26 04:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-26 05:00:00,0.0,40.72,0.0,40.72,0.01,40.71
2025-07-26 06:00:00,4.43,35.94,0.0,40.37,0.01,40.37
2025-07-26 07:00:00,70.53,0.0,27.43,43.1,0.01,43.1
2025-07-26 08:00:00,206.9,0.0,144.94,61.96,0.01,61.96
2025-07-26 09:00:00,375.41,0.0,359.43,15.98,0.01,15.98
2025-07-26 10:00:00,524.15,0.0,481.39,42.76,0.01,42.76
2025-07-26 11:00:00,558.49,0.0,508.75,49.74,0.01,49.74
2025-07-26 12:00:00,796.47,0.0,739.89,56.59,0.01,56.58
2025-07-26 13:00:00,862.95,0.0,799.24,63.71,0.01,63.7
2025-07-26 14:00:00,871.18,0.0,805.49,65.69,0.01,65.68
2025-07-26 15:00:00,828.15,0.0,761.7,66.45,0.01,66.44
2025-07-26 16:00:00,623.06,0.0,544.13,78.93,0.01,78.92
2025-07-26 17:00:00,451.68,0.0,324.78,126.9,0.01,126.89
2025-07-26 18:00:00,214.44,0.0,156.14,58.3,0.01,58.3
2025-07-26 19:00:00,194.67,0.0,147.69,46.98,0.01,46.97
2025-07-26 20:00:00,89.41,0.0,50.6,38.81,0.01,38.81
2025-07-26 21:00:00,26.51,11.37,0.0,37.88,0.01,37.87
2025-07-26 22:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-26 23:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-27 00:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-27 01:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-27 02:00:00,0.0,40.0,0.0,40.0,0.01,39.99
2025-07-27 03:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-27 04:00:00,0.0,40.0,0.0,40.0,0.01,39.99
2025-07-27 05:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-27 06:00:00,18.22,17.24,0.0,35.45,0.01,35.45
2025-07-27 07:00:00,90.13,0.0,54.52,35.61,0.01,35.6
2025-07-27 08:00:00,265.39,0.0,229.9,35.49,0.01,35.48
2025-07-27 09:00:00,443.41,0.0,407.4,36.01,0.01,36.0
2025-07-27 10:00:00,451.13,0.0,431.43,19.7,0.01,19.69
2025-07-27 11:00:00,581.46,0.0,520.94,60.52,0.01,60.52
2025-07-27 12:00:00,685.34,0.0,647.5,37.84,0.01,37.84
2025-07-27 13:00:00,743.37,0.0,707.73,35.64,0.01,35.63
2025-07-27 14:00:00,707.04,0.0,673.04,34.0,0.01,34.0
2025-07-27 15:00:00,800.0,0.0,817.74,-17.74,0.01,-17.75
2025-07-27 16:00:00,630.24,0.0,574.85,55.39,0.01,55.38
2025-07-27 17:00:00,556.13,0.0,499.28,56.85,0.01,56.84
2025-07-27 18:00:00,412.97,0.0,362.15,50.82,0.01,50.82
2025-07-27 19:00:00,245.68,0.0,198.31,47.37,0.01,47.37
2025-07-27 20:00:00,72.17,0.0,27.2,44.97,0.01,44.97
2025-07-27 21:00:00,13.58,28.06,0.0,41.64,0.01,41.63
2025-07-27 22:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-27 23:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-28 00:00:00,0.0,50.0,0.0,50.0,0.01,49.99
2025-07-28 01:00:00,0.0,49.38,0.0,49.38,0.01,49.37
2025-07-28 02:00:00,0.0,43.75,0.0,43.75,0.01,43.74
2025-07-28 03:00:00,0.0,44.38,0.0,44.38,0.01,44.37
2025-07-28 04:00:00,0.0,47.5,0.0,47.5,0.01,47.49
2025-07-28 05:00:00,0.01,68.74,0.0,68.75,0.01,68.74
2025-07-28 06:00:00,24.94,66.85,0.0,91.79,0.01,91.79
2025-07-28 07:00:00,111.68,14.37,0.0,126.05,5.36,120.69
2025-07-28 08:00:00,250.19,0.0,61.05,189.14,66.1,123.04
2025-07-28 09:00:00,424.57,0.0,177.19,247.39,103.13,144.26
2025-07-28 10:00:00,589.99,0.0,350.3,239.69,85.8,153.88
2025-07-28 11:00:00,723.94,0.0,507.22,216.72,63.34,153.38
2025-07-28 12:00:00,799.63,0.0,598.12,201.51,49.98,151.53
2025-07-28 13:00:00,872.17,0.0,729.33,142.84,34.22,108.62
2025-07-28 14:00:00,871.95,0.0,671.68,200.27,10.5,189.76
2025-07-28 15:00:00,849.6,0.0,725.38,124.22,9.61,114.61
2025-07-28 16:00:00,769.17,0.0,669.89,99.28,6.26,93.02
2025-07-28 17:00:00,620.99,0.0,532.61,88.38,0.48,87.89
2025-07-28 18:00:00,449.36,0.0,360.96,88.4,0.01,88.4
2025-07-28 19:00:00,257.32,0.0,173.06,84.26,0.01,84.25
2025-07-28 20:00:00,92.52,0.0,25.59,66.92,0.01,66.92
2025-07-28 21:00:00,14.85,37.01,0.0,51.86,0.01,51.85
2025-07-28 22:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-28 23:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-29 00:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-29 01:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-29 02:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-29 03:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-29 04:00:00,0.0,45.0,0.0,45.0,0.01,44.99
2025-07-29 05:00:00,0.0,73.75,0.0,73.75,0.01,73.74
2025-07-29 06:00:00,18.65,67.58,0.0,86.23,0.01,86.22
2025-07-29 07:00:00,110.44,0.0,9.8,100.64,7.59,93.04
2025-07-29 08:00:00,255.83,0.0,93.05,162.78,40.7,122.07
2025-07-29 09:00:00,446.6,0.0,201.72,244.88,75.67,169.21
2025-07-29 10:00:00,613.87,0.0,430.97,182.9,54.11,128.79
2025-07-29 11:00:00,749.83,0.0,617.79,132.03,34.28,97.75
2025-07-29 12:00:00,832.29,0.0,704.87,127.42,19.88,107.54
2025-07-29 13:00:00,854.56,0.0,746.36,108.2,4.73,103.47
2025-07-29 14:00:00,853.35,0.0,764.49,88.86,0.01,88.86
2025-07-29 15:00:00,821.29,0.0,742.38,78.91,0.01,78.91
2025-07-29 16:00:00,731.71,0.0,659.45,72.26,0.01,72.25
2025-07-29 17:00:00,593.25,0.0,540.51,52.74,0.76,51.98
2025-07-29 18:00:00,419.28,0.0,370.39,48.89,0.01,48.88
2025-07-29 19:00:00,239.64,0.0,182.79,56.85,0.01,56.84
2025-07-29 20:00:00,76.5,0.0,23.39,53.11,0.01,53.1
2025-07-29 21:00:00,7.21,40.29,0.0,47.5,0.01,47.49
2025-07-29 22:00:00,0.0,45.0,0.0,45.0,0.01,44.99
2025-07-29 23:00:00,0.0,42.5,0.0,42.5,0.01,42.49
2025-07-30 00:00:00,0.0,41.88,0.0,41.88,0.01,41.87
2025-07-30 01:00:00,0.0,41.88,0.0,41.88,0.01,41.87
2025-07-30 02:00:00,0.0,43.12,0.0,43.12,0.01,43.12
2025-07-30 03:00:00,0.0,43.75,0.0,43.75,0.01,43.74
2025-07-30 04:00:00,0.0,46.88,0.0,46.88,0.01,46.87
2025-07-30 05:00:00,0.0,70.0,0.0,70.0,0.01,69.99
2025-07-30 06:00:00,16.89,62.64,0.0,79.53,0.01,79.52
2025-07-30 07:00:00,97.53,0.0,15.68,81.85,0.01,81.85
2025-07-30 08:00:00,240.99,0.0,106.01,134.99,48.03,86.96
2025-07-30 09:00:00,416.83,0.0,263.3,153.53,88.37,65.16
2025-07-30 10:00:00,600.6,0.0,451.59,149.02,68.61,80.4
2025-07-30 11:00:00,739.4,0.0,606.74,132.66,49.47,83.2
2025-07-30 12:00:00,816.03,0.0,703.5,112.53,27.48,85.05
2025-07-30 13:00:00,827.06,0.0,724.81,102.25,2.6,99.65
2025-07-30 14:00:00,816.06,0.0,720.81,95.25,0.0,95.25
2025-07-30 15:00:00,697.14,0.0,598.51,98.63,0.04,98.59
2025-07-30 16:00:00,627.11,0.0,537.88,89.23,0.01,89.23
2025-07-30 17:00:00,541.82,0.0,456.66,85.16,1.78,83.38
2025-07-30 18:00:00,418.83,0.0,338.4,80.43,0.01,80.42
2025-07-30 19:00:00,242.42,0.0,149.66,92.76,0.01,92.75
2025-07-30 20:00:00,86.19,0.0,10.71,75.47,0.01,75.47
2025-07-30 21:00:00,7.66,49.15,0.0,56.81,0.01,56.81
2025-07-30 22:00:00,0.0,45.0,0.0,45.0,0.01,44.99
2025-07-30 23:00:00,0.0,43.12,0.0,43.12,0.01,43.12
2025-07-31 00:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-31 01:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-07-31 02:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-31 03:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-07-31 04:00:00,0.0,45.0,0.0,45.0,0.01,44.99
2025-07-31 05:00:00,0.0,66.88,0.0,66.88,0.01,66.87
2025-07-31 06:00:00,7.5,67.14,0.0,74.65,0.01,74.64
2025-07-31 07:00:00,80.04,10.48,0.0,90.53,14.55,75.98
2025-07-31 08:00:00,183.62,0.0,78.87,104.75,30.56,74.19
2025-07-31 09:00:00,160.31,0.0,24.63,135.68,73.59,62.09
2025-07-31 10:00:00,225.26,0.0,89.31,135.95,58.68,77.28
2025-07-31 11:00:00,349.62,0.0,243.59,106.03,27.6,78.43
2025-07-31 12:00:00,552.2,0.0,429.8,122.4,24.9,97.49
2025-07-31 13:00:00,366.7,0.0,242.15,124.56,24.86,99.7
2025-07-31 14:00:00,371.41,0.0,284.65,86.77,18.18,68.59
2025-07-31 15:00:00,711.7,0.0,644.26,67.44,10.46,56.98
2025-07-31 16:00:00,650.82,0.0,603.74,47.07,0.01,47.07
2025-07-31 17:00:00,578.07,0.0,555.54,22.54,0.51,22.03
2025-07-31 18:00:00,410.67,0.0,371.65,39.02,0.01,39.01
2025-07-31 19:00:00,159.71,0.0,122.59,37.12,0.01,37.11
2025-07-31 20:00:00,98.0,0.0,61.22,36.77,0.01,36.77
2025-07-31 21:00:00,13.45,25.02,0.0,38.47,0.01,38.46
2025-07-31 22:00:00,0.0,39.38,0.0,39.38,0.01,39.37
2025-07-31 23:00:00,0.0,44.38,0.0,44.38,0.01,44.37
2025-08-01 00:00:00,0.0,46.88,0.0,46.88,0.01,46.88
2025-08-01 01:00:00,0.0,43.76,0.0,43.76,0.01,43.76
2025-08-01 02:00:00,0.0,39.4,0.0,39.4,0.01,39.39
2025-08-01 03:00:00,0.0,40.03,0.0,40.03,0.01,40.02
2025-08-01 04:00:00,0.0,42.53,0.0,42.53,0.01,42.53
2025-08-01 05:00:00,0.0,66.28,0.0,66.28,0.01,66.28
2025-08-01 06:00:00,0.11,64.45,0.0,64.56,0.01,64.56
2025-08-01 07:00:00,6.95,60.59,0.0,67.54,0.01,67.53
2025-08-01 08:00:00,14.6,64.39,0.0,78.99,4.51,74.49
2025-08-01 09:00:00,67.1,24.35,0.0,91.44,17.89,73.55
2025-08-01 10:00:00,166.59,0.0,86.21,80.37,17.5,62.87
2025-08-01 11:00:00,349.62,0.0,274.44,75.18,4.61,70.56
2025-08-01 12:00:00,642.63,0.0,549.18,93.45,2.99,90.46
2025-08-01 13:00:00,731.49,0.0,627.5,103.99,11.5,92.5
2025-08-01 14:00:00,802.33,0.0,675.17,127.16,9.56,117.61
2025-08-01 15:00:00,752.12,0.0,660.47,91.65,8.21,83.45
2025-08-01 16:00:00,667.52,0.0,595.68,71.84,2.22,69.62
2025-08-01 17:00:00,540.99,0.0,494.91,46.08,0.01,46.07
2025-08-01 18:00:00,374.92,0.0,328.12,46.8,0.01,46.8
2025-08-01 19:00:00,217.12,0.0,176.81,40.3,0.01,40.3
2025-08-01 20:00:00,52.55,0.0,12.35,40.2,0.01,40.19
2025-08-01 21:00:00,4.6,30.56,0.0,35.15,0.0,35.15
2025-08-01 22:00:00,0.0,35.62,0.0,35.62,0.01,35.62
2025-08-01 23:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-08-02 00:00:00,0.0,41.25,0.0,41.25,0.01,41.24
2025-08-02 01:00:00,0.0,38.75,0.0,38.75,0.01,38.74
2025-08-02 02:00:00,0.0,33.12,0.0,33.12,0.01,33.12
2025-08-02 03:00:00,0.0,33.14,0.0,33.14,0.01,33.13
2025-08-02 04:00:00,0.0,33.15,0.0,33.15,0.01,33.14
2025-08-02 05:00:00,0.0,32.53,0.0,32.53,0.01,32.52
2025-08-02 06:00:00,10.42,20.21,0.0,30.62,0.01,30.62
2025-08-02 07:00:00,71.7,0.0,42.77,28.93,0.01,28.92
2025-08-02 08:00:00,178.04,0.0,150.01,28.03,0.01,28.03
2025-08-02 09:00:00,349.59,0.0,332.37,17.21,0.01,17.21
2025-08-02 10:00:00,493.13,0.0,464.57,28.55,0.01,28.55
2025-08-02 11:00:00,654.75,0.0,628.17,26.58,0.01,26.57
2025-08-02 12:00:00,646.55,0.0,612.25,34.3,0.01,34.3
2025-08-02 13:00:00,613.73,0.0,579.62,34.1,0.01,34.1
2025-08-02 14:00:00,778.48,0.0,744.58,33.9,0.01,33.9
2025-08-02 15:00:00,803.88,0.0,774.32,29.56,0.01,29.55
2025-08-02 16:00:00,630.71,0.0,599.11,31.6,0.01,31.59
2025-08-02 17:00:00,470.32,0.0,437.94,32.38,0.01,32.37
2025-08-02 18:00:00,315.06,0.0,284.36,30.7,0.01,30.69
2025-08-02 19:00:00,189.8,0.0,160.88,28.92,0.01,28.91
2025-08-02 20:00:00,64.54,0.0,36.47,28.07,0.01,28.07
2025-08-02 21:00:00,12.23,16.92,0.0,29.15,0.01,29.14
2025-08-02 22:00:00,10.12,27.38,0.0,37.5,0.01,37.49
2025-08-02 23:00:00,10.68,29.32,0.0,40.0,0.01,39.99
2025-08-03 00:00:00,10.49,27.64,0.0,38.12,0.01,38.12
2025-08-03 01:00:00,8.69,23.81,0.0,32.5,0.01,32.49
2025-08-03 02:00:00,10.2,22.3,0.0,32.5,0.01,32.49
2025-08-03 03:00:00,12.67,19.83,0.0,32.5,0.01,32.49
2025-08-03 04:00:00,12.95,18.93,0.0,31.89,0.01,31.88
2025-08-03 05:00:00,13.78,18.12,0.0,31.9,0.01,31.89
2025-08-03 06:00:00,28.6,1.39,0.0,29.99,0.01,29.98
2025-08-03 07:00:00,73.14,0.0,44.57,28.58,0.01,28.57
2025-08-03 08:00:00,143.9,0.0,115.35,28.54,0.01,28.54
2025-08-03 09:00:00,298.05,0.0,268.82,29.23,0.01,29.23
2025-08-03 10:00:00,435.9,0.0,407.12,28.78,0.01,28.78
2025-08-03 11:00:00,301.3,0.0,270.28,31.02,0.01,31.02
2025-08-03 12:00:00,191.87,0.0,153.88,37.99,0.01,37.98
2025-08-03 13:00:00,213.65,0.0,169.9,43.75,0.01,43.75
2025-08-03 14:00:00,216.04,0.0,166.25,49.8,0.01,49.79
2025-08-03 15:00:00,362.01,0.0,310.86,51.15,0.01,51.14
2025-08-03 16:00:00,467.87,0.0,416.71,51.16,0.01,51.15
2025-08-03 17:00:00,343.33,0.0,292.85,50.48,0.01,50.47
2025-08-03 18:00:00,157.21,0.0,111.3,45.91,0.01,45.91
2025-08-03 19:00:00,36.79,0.0,0.47,36.32,0.01,36.31
2025-08-03 20:00:00,24.61,9.52,0.0,34.14,0.01,34.13
2025-08-03 21:00:00,17.54,19.17,0.0,36.71,0.01,36.7
2025-08-03 22:00:00,12.59,23.76,0.0,36.35,0.01,36.35
2025-08-03 23:00:00,13.46,21.03,0.0,34.49,0.01,34.49
2025-08-04 00:00:00,13.45,21.04,0.0,34.49,0.01,34.48
2025-08-04 01:00:00,13.23,21.27,0.0,34.5,0.01,34.5
2025-08-04 02:00:00,12.44,32.06,0.0,44.49,0.01,44.49
2025-08-04 03:00:00,11.42,33.11,0.0,44.53,0.01,44.52
2025-08-04 04:00:00,13.74,30.14,0.0,43.88,0.01,43.87
2025-08-04 05:00:00,14.81,47.8,0.0,62.6,0.01,62.6
2025-08-04 06:00:00,21.58,45.6,0.0,67.17,0.01,67.17
2025-08-04 07:00:00,68.54,7.06,0.0,75.6,4.03,71.57
2025-08-04 08:00:00,168.68,0.0,56.41,112.27,40.86,71.41
2025-08-04 09:00:00,262.09,0.0,156.56,105.53,58.8,46.73
2025-08-04 10:00:00,332.64,0.0,191.48,141.17,65.69,75.48
2025-08-04 11:00:00,400.46,0.0,253.34,147.12,59.02,88.1
2025-08-04 12:00:00,442.92,0.0,306.33,136.59,30.7,105.89
2025-08-04 13:00:00,628.5,0.0,516.8,111.71,6.54,105.17
2025-08-04 14:00:00,734.15,0.0,629.04,105.11,6.18,98.93
2025-08-04 15:00:00,598.79,0.0,517.6,81.19,2.98,78.21
2025-08-04 16:00:00,358.65,0.0,285.15,73.5,2.82,70.68
2025-08-04 17:00:00,316.59,0.0,254.96,61.63,1.1,60.53
2025-08-04 18:00:00,208.4,0.0,150.78,57.62,0.02,57.59
2025-08-04 19:00:00,85.05,0.0,25.85,59.2,0.01,59.19
2025-08-04 20:00:00,55.69,0.0,3.69,52.0,0.01,51.99
2025-08-04 21:00:00,14.03,35.53,0.0,49.56,0.01,49.55
2025-08-04 22:00:00,9.51,34.98,0.0,44.48,0.01,44.48
2025-08-04 23:00:00,10.55,32.05,0.0,42.6,0.01,42.59
2025-08-05 00:00:00,11.32,31.29,0.0,42.62,0.01,42.61
2025-08-05 01:00:00,11.85,31.41,0.0,43.25,0.01,43.25
2025-08-05 02:00:00,11.5,31.78,0.0,43.27,0.01,43.27
2025-08-05 03:00:00,11.81,32.62,0.0,44.43,0.01,44.42
2025-08-05 04:00:00,10.79,35.46,0.0,46.25,0.01,46.24
2025-08-05 05:00:00,9.34,59.41,0.0,68.75,0.01,68.74
2025-08-05 06:00:00,14.89,54.55,0.0,69.45,1.76,67.68
2025-08-05 07:00:00,77.34,5.96,0.0,83.3,11.81,71.49
2025-08-05 08:00:00,222.67,0.0,89.8,132.87,55.88,76.99
2025-08-05 09:00:00,385.65,0.0,235.41,150.24,80.93,69.31
2025-08-05 10:00:00,489.36,0.0,353.82,135.54,62.86,72.67
2025-08-05 11:00:00,558.51,0.0,446.79,111.71,37.9,73.81
2025-08-05 12:00:00,530.63,0.0,430.2,100.43,27.76,72.67
2025-08-05 13:00:00,676.51,0.0,597.74,78.77,13.58,65.19
2025-08-05 14:00:00,773.12,0.0,690.82,82.3,11.12,71.17
2025-08-05 15:00:00,810.79,0.0,722.26,88.53,10.69,77.84
2025-08-05 16:00:00,708.97,0.0,624.23,84.74,9.93,74.81
2025-08-05 17:00:00,566.04,0.0,499.01,67.02,3.02,64.0
2025-08-05 18:00:00,392.23,0.0,325.23,67.0,0.5,66.5
2025-08-05 19:00:00,223.22,0.0,159.97,63.26,0.01,63.25
2025-08-05 20:00:00,69.84,0.0,18.26,51.59,0.01,51.58
2025-08-05 21:00:00,4.69,42.43,0.0,47.12,0.01,47.12
2025-08-05 22:00:00,0.0,43.12,0.0,43.12,0.01,43.12
2025-08-05 23:00:00,0.0,41.88,0.0,41.88,0.01,41.87
2025-08-06 00:00:00,0.0,40.62,0.0,40.62,0.01,40.62
2025-08-06 01:00:00,0.0,38.75,0.0,38.75,0.01,38.74
2025-08-06 02:00:00,0.0,39.38,0.0,39.38,0.01,39.37
2025-08-06 03:00:00,0.05,39.33,0.0,39.38,0.01,39.37
2025-08-06 04:00:00,6.67,35.83,0.0,42.5,0.01,42.49
2025-08-06 05:00:00,13.25,58.63,0.0,71.88,0.01,71.87
2025-08-06 06:00:00,26.0,41.73,0.0,67.73,0.01,67.73
2025-08-06 07:00:00,88.77,0.0,22.4,66.37,2.14,64.23
2025-08-06 08:00:00,209.37,0.0,111.72,97.65,30.81,66.84
2025-08-06 09:00:00,294.12,0.0,175.09,119.03,43.76,75.27
2025-08-06 10:00:00,478.12,0.0,357.74,120.38,45.77,74.61
2025-08-06 11:00:00,595.69,0.0,471.56,124.14,42.48,81.66
2025-08-06 12:00:00,660.6,0.0,537.48,123.12,30.5,92.62
2025-08-06 13:00:00,692.56,0.0,595.99,96.56,14.16,82.41
2025-08-06 14:00:00,451.55,0.0,354.67,96.88,11.47,85.41
2025-08-06 15:00:00,678.89,0.0,588.96,89.93,5.87,84.07
2025-08-06 16:00:00,564.16,0.0,480.44,83.72,0.75,82.97
2025-08-06 17:00:00,512.66,0.0,446.22,66.44,0.01,66.43
2025-08-06 18:00:00,384.01,0.0,321.8,62.21,0.01,62.2
2025-08-06 19:00:00,214.99,0.0,147.46,67.53,0.01,67.52
2025-08-06 20:00:00,41.87,15.8,0.0,57.67,0.01,57.66
2025-08-06 21:00:00,2.6,47.06,0.0,49.66,0.01,49.66
2025-08-06 22:00:00,0.0,48.12,0.0,48.12,0.01,48.12
2025-08-06 23:00:00,0.0,45.62,0.0,45.62,0.01,45.62
2025-08-07 00:00:00,0.0,46.25,0.0,46.25,0.01,46.24
2025-08-07 01:00:00,1.88,44.37,0.0,46.25,0.01,46.24
2025-08-07 02:00:00,4.87,42.0,0.0,46.88,0.01,46.87
2025-08-07 03:00:00,13.43,34.07,0.0,47.5,0.01,47.49
2025-08-07 04:00:00,9.0,42.87,0.0,51.88,0.01,51.87
2025-08-07 05:00:00,7.44,65.69,0.0,73.12,0.01,73.12
2025-08-07 06:00:00,12.86,66.76,0.0,79.61,0.01,79.6
2025-08-07 07:00:00,59.64,25.73,0.0,85.38,0.76,84.62
2025-08-07 08:00:00,169.98,0.0,21.71,148.27,62.24,86.03
2025-08-07 09:00:00,355.91,0.0,203.9,152.02,88.69,63.32
2025-08-07 10:00:00,566.83,0.0,421.11,145.71,66.44,79.28
2025-08-07 11:00:00,646.23,0.0,527.2,119.04,29.64,89.4
2025-08-07 12:00:00,574.55,0.0,465.52,109.03,10.38,98.65
2025-08-07 13:00:00,138.51,0.0,38.55,99.96,0.01,99.95
2025-08-07 14:00:00,131.62,0.0,38.15,93.46,10.16,83.3
2025-08-07 15:00:00,116.25,0.0,13.12,103.13,11.18,91.95
2025-08-07 16:00:00,128.84,0.0,32.05,96.79,11.23,85.57
2025-08-07 17:00:00,88.32,0.0,11.76,76.56,2.26,74.3
2025-08-07 18:00:00,67.32,1.83,0.0,69.15,0.01,69.14
2025-08-07 19:00:00,37.03,38.76,0.0,75.79,0.01,75.78
2025-08-07 20:00:00,13.63,48.55,0.0,62.18,0.01,62.17
2025-08-07 21:00:00,10.74,44.64,0.0,55.38,0.01,55.38
2025-08-07 22:00:00,8.06,41.32,0.0,49.38,0.01,49.37
2025-08-07 23:00:00,5.44,41.43,0.0,46.88,0.01,46.87
2025-08-08 00:00:00,5.56,41.32,0.0,46.88,0.01,46.87
2025-08-08 01:00:00,9.04,37.21,0.0,46.25,0.01,46.24
2025-08-08 02:00:00,4.13,43.37,0.0,47.5,0.01,47.49
2025-08-08 03:00:00,10.07,37.48,0.0,47.55,0.01,47.55
2025-08-08 04:00:00,11.24,40.72,0.0,51.96,0.01,51.95
2025-08-08 05:00:00,9.0,62.97,0.0,71.97,0.01,71.96
2025-08-08 06:00:00,9.25,73.02,0.0,82.26,1.04,81.23
2025-08-08 07:00:00,13.52,79.97,0.0,93.49,14.08,79.41
2025-08-08 08:00:00,21.74,120.9,0.0,142.64,59.45,83.19
2025-08-08 09:00:00,53.81,95.93,0.0,149.74,61.71,88.03
2025-08-08 10:00:00,86.68,29.59,0.0,116.27,28.58,87.69
2025-08-08 11:00:00,96.2,4.51,0.0,100.7,16.38,84.32
2025-08-08 12:00:00,111.5,0.0,15.19,96.3,8.58,87.72
2025-08-08 13:00:00,95.32,12.99,0.0,108.31,7.36,100.95
2025-08-08 14:00:00,95.24,6.41,0.0,101.65,6.26,95.39
2025-08-08 15:00:00,97.22,0.0,12.38,84.83,5.74,79.09
2025-08-08 16:00:00,84.27,0.0,12.21,72.06,2.51,69.55
2025-08-08 17:00:00,70.41,0.0,10.36,60.04,1.69,58.36
2025-08-08 18:00:00,23.74,42.06,0.0,65.8,0.01,65.79
2025-08-08 19:00:00,11.08,52.29,0.0,63.37,0.01,63.37
2025-08-08 20:00:00,7.82,51.83,0.0,59.65,0.01,59.65
2025-08-08 21:00:00,5.71,44.71,0.0,50.42,0.01,50.42
2025-08-08 22:00:00,5.85,37.9,0.0,43.75,0.01,43.74
2025-08-08 23:00:00,5.39,37.11,0.0,42.5,0.01,42.49
2025-08-09 00:00:00,5.23,34.77,0.0,40.0,0.01,39.99
2025-08-09 01:00:00,5.57,38.18,0.0,43.75,0.01,43.75
2025-08-09 02:00:00,5.57,42.56,0.0,48.12,0.01,48.12
2025-08-09 03:00:00,5.64,40.61,0.0,46.25,0.01,46.24
2025-08-09 04:00:00,5.95,34.05,0.0,40.0,0.01,39.99
2025-08-09 05:00:00,6.3,33.08,0.0,39.38,0.01,39.37
2025-08-09 06:00:00,6.36,31.41,0.0,37.78,0.01,37.77
2025-08-09 07:00:00,10.08,26.11,0.0,36.19,0.01,36.18
2025-08-09 08:00:00,13.27,22.33,0.0,35.6,0.01,35.59
